date,week,region_1_2_dairy,region_1_2_beef_dairy,region_3_dairy,region_3_beef_dairy,region_4_dairy,region_4_beef_dairy,region_5_dairy,region_5_beef_dairy,region_6_dairy,region_6_beef_dairy,region_7_dairy,region_7_beef_dairy,region_8_dairy,region_8_beef_dairy,region_9_dairy,region_9_beef_dairy,region_10_dairy,region_10_beef_dairy,reported_total_dairy,reported_total_beef_dairy,calculated_total_beef,calculated_pct_beef,calculated_total_dairy,calculated_total_beef_dairy,diff_dairy,diff_beef_dairy
2003-05-24,21,0.9,1.1,7.1,9.5,4.5,14.9,18.8,29.2,2.4,17.9,0.2,14.6,0.8,3.4,13.1,16.0,2.6,6.1,50.3,112.6,62.3,0.553,50.400000000000006,112.69999999999999,-0.10000000000000853,-0.09999999999999432
2003-05-31,22,0.9,1.1,5.6,7.5,4.5,13.6,16.2,26.0,2.1,17.6,0.3,13.2,0.7,3.2,11.7,14.0,2.1,5.4,44.1,101.5,57.4,0.566,44.1,101.60000000000002,0.0,-0.10000000000002274
2003-06-07,23,0.9,1.2,7.6,10.2,4.4,13.9,21.2,33.8,2.1,19.0,0.4,16.3,0.9,3.8,14.4,17.9,2.6,6.9,54.5,123.0,68.5,0.557,54.5,123.0,0.0,0.0
2003-06-14,24,0.9,1.2,6.1,8.2,4.3,13.7,20.4,32.3,2.4,18.0,0.3,13.3,0.9,3.2,13.6,16.8,2.0,5.8,50.8,112.4,61.60000000000001,0.548,50.9,112.49999999999999,-0.10000000000000142,-0.0999999999999801
2003-06-21,25,0.9,1.1,6.1,8.1,4.8,14.8,16.7,26.8,2.4,15.6,0.3,13.9,0.8,3.1,13.0,15.9,2.1,5.9,47.0,105.1,58.099999999999994,0.553,47.1,105.2,-0.10000000000000142,-0.10000000000000853
2003-06-28,26,0.8,1.1,6.7,8.9,4.3,13.2,16.9,28.3,2.3,14.4,0.2,12.9,0.8,3.4,12.3,15.2,2.4,6.3,46.7,103.7,57.0,0.55,46.699999999999996,103.70000000000002,7.105427357601002e-15,-1.4210854715202004e-14
2003-07-05,27,0.8,1.0,5.7,7.6,3.4,10.3,14.8,23.2,2.2,12.7,0.2,10.4,0.7,2.6,11.6,14.4,2.0,5.0,41.3,87.2,45.900000000000006,0.526,41.4,87.2,-0.10000000000000142,0.0
2003-07-12,28,1.0,1.3,6.6,8.7,4.8,13.9,20.5,31.6,2.5,15.9,0.2,14.1,1.0,3.3,13.2,15.1,2.5,6.2,52.3,110.1,57.8,0.525,52.3,110.1,0.0,0.0
2003-07-19,29,0.9,1.1,6.6,8.7,4.8,14.0,19.6,31.7,2.4,16.5,0.4,15.3,0.8,2.9,12.4,15.2,2.1,5.9,49.9,111.3,61.4,0.552,50.0,111.30000000000001,-0.10000000000000142,-1.4210854715202004e-14
2003-07-26,30,0.9,1.2,6.8,9.0,4.6,14.0,19.3,30.1,2.5,15.7,0.4,15.2,0.9,3.1,12.8,15.4,2.3,5.7,50.5,109.4,58.900000000000006,0.538,50.5,109.4,0.0,0.0
2003-08-02,31,0.9,1.2,7.0,9.3,4.6,14.4,19.2,29.8,2.4,15.1,0.3,15.6,1.0,3.1,12.8,15.3,2.6,5.8,50.9,109.6,58.699999999999996,0.536,50.800000000000004,109.59999999999998,0.09999999999999432,1.4210854715202004e-14
2003-08-09,32,1.0,1.2,6.7,8.9,4.9,13.7,20.3,31.8,3.0,16.4,0.4,15.6,0.9,3.2,13.3,15.9,2.3,5.6,52.7,112.5,59.8,0.532,52.8,112.3,-0.09999999999999432,0.20000000000000284
2003-08-16,33,0.9,1.1,7.2,9.6,4.9,14.6,20.5,34.4,3.1,17.7,0.4,16.6,1.1,3.1,13.0,15.8,2.4,5.8,53.5,118.7,65.2,0.549,53.5,118.69999999999999,0.0,1.4210854715202004e-14
2003-08-23,34,0.9,1.1,7.4,9.7,4.8,14.6,19.4,31.2,2.8,18.6,0.3,18.0,1.0,3.0,13.5,16.3,2.4,6.8,52.5,119.3,66.8,0.56,52.49999999999999,119.29999999999998,7.105427357601002e-15,1.4210854715202004e-14
2003-08-30,35,1.0,1.2,6.9,9.0,5.2,13.4,19.7,31.1,2.7,17.6,0.5,16.3,0.9,3.0,13.7,16.2,2.6,6.7,53.3,114.5,61.2,0.534,53.199999999999996,114.50000000000001,0.10000000000000142,-1.4210854715202004e-14
2003-09-06,36,0.9,1.1,7.0,9.1,4.6,12.3,19.0,29.3,2.6,15.9,0.1,10.5,1.0,2.5,11.9,13.5,2.8,6.3,49.9,100.4,50.50000000000001,0.503,49.9,100.5,0.0,-0.09999999999999432
2003-09-13,37,1.0,1.2,7.4,9.9,5.2,13.0,20.7,31.7,2.5,18.2,0.5,17.3,1.2,3.2,14.2,16.5,3.1,6.7,55.8,117.6,61.8,0.526,55.800000000000004,117.7,-7.105427357601002e-15,-0.10000000000000853
2003-09-20,38,0.9,1.1,7.5,9.8,5.5,13.2,22.5,34.2,2.8,18.1,0.7,17.5,1.1,3.0,14.5,17.0,3.3,7.1,58.6,121.1,62.49999999999999,0.516,58.8,121.0,-0.19999999999999574,0.09999999999999432
2003-09-27,39,1.0,1.2,8.7,11.4,5.2,12.8,23.3,34.7,2.8,18.6,0.6,17.8,1.4,3.2,15.8,17.9,3.3,6.9,61.9,124.5,62.6,0.503,62.099999999999994,124.5,-0.19999999999999574,0.0
2003-10-04,40,1.0,1.2,8.0,10.7,5.3,12.7,22.2,32.9,3.2,18.2,0.6,16.9,1.1,2.8,14.9,17.2,3.1,7.0,59.5,119.7,60.2,0.503,59.400000000000006,119.6,0.09999999999999432,0.10000000000000853
2003-10-11,41,1.0,1.2,8.7,11.5,6.1,12.8,19.4,30.5,3.0,16.6,0.5,15.9,1.2,2.9,14.0,15.7,3.2,6.5,57.1,113.5,56.4,0.497,57.1,113.60000000000001,0.0,-0.10000000000000853
2003-10-18,42,0.9,1.1,9.0,11.9,5.9,13.4,21.3,31.9,3.2,18.4,0.5,16.2,1.2,3.1,16.2,18.3,3.0,7.3,61.2,121.6,60.39999999999999,0.497,61.2,121.59999999999998,0.0,1.4210854715202004e-14
2003-10-25,43,1.1,1.3,8.8,11.6,5.8,14.0,24.7,36.9,2.7,19.7,0.4,19.1,1.1,3.5,16.8,19.2,3.0,8.0,64.4,133.4,69.0,0.517,64.4,133.3,0.0,0.09999999999999432
2003-11-01,44,1.0,1.3,8.3,11.1,5.6,13.5,23.0,35.7,2.5,19.6,0.4,19.4,1.0,3.7,15.4,18.1,3.0,8.2,60.2,130.6,70.39999999999999,0.539,60.199999999999996,130.6,7.105427357601002e-15,0.0
2003-11-08,45,1.1,1.3,7.7,10.1,7.1,14.9,21.7,32.4,2.8,19.4,0.5,19.4,1.2,3.7,14.5,16.9,2.9,7.2,59.3,125.3,66.0,0.527,59.5,125.3,-0.20000000000000284,0.0
2003-11-15,46,0.9,1.2,8.5,11.5,5.2,13.0,23.4,34.4,3.1,19.3,0.5,19.1,1.0,3.9,15.1,17.4,2.1,7.6,59.7,127.4,67.7,0.531,59.800000000000004,127.4,-0.10000000000000142,0.0
2003-11-22,47,1.0,1.2,9.5,12.6,5.6,12.9,23.8,35.6,2.5,18.3,0.5,21.0,1.0,3.9,15.2,17.7,2.9,8.5,62.0,131.7,69.69999999999999,0.529,62.00000000000001,131.7,-7.105427357601002e-15,0.0
2003-11-29,48,0.8,1.0,7.2,9.4,4.0,9.6,17.2,26.6,2.0,12.5,0.3,15.7,0.6,2.7,11.3,13.1,1.8,5.7,45.3,96.2,50.900000000000006,0.529,45.2,96.3,0.09999999999999432,-0.09999999999999432
2003-12-06,49,1.0,1.2,7.7,10.1,5.4,12.5,24.1,35.8,2.6,18.5,0.4,19.7,1.2,4.0,15.6,17.4,3.2,7.5,61.1,126.7,65.6,0.518,61.20000000000001,126.69999999999999,-0.10000000000000853,1.4210854715202004e-14
2003-12-13,50,1.0,1.2,9.0,12.0,4.8,12.4,22.4,33.9,2.6,18.3,0.4,20.1,1.0,3.5,15.7,18.1,2.9,7.1,59.8,126.7,66.9,0.528,59.800000000000004,126.6,-7.105427357601002e-15,0.10000000000000853
2003-12-20,51,0.9,1.1,8.8,11.9,5.3,12.3,21.4,33.0,2.6,17.2,0.5,18.8,1.1,3.3,15.2,16.8,2.7,6.9,58.4,121.2,62.800000000000004,0.518,58.5,121.3,-0.10000000000000142,-0.09999999999999432
2003-12-27,52,0.8,0.9,5.1,6.7,3.0,7.8,13.8,21.9,1.4,10.6,0.3,13.2,0.7,3.0,10.9,12.1,1.7,3.7,37.5,80.0,42.5,0.531,37.7,79.89999999999999,-0.20000000000000284,0.10000000000000853
2004-01-03,53,0.7,0.8,6.0,7.9,3.4,9.0,13.7,24.2,1.5,11.7,0.2,12.5,0.6,2.6,8.5,9.0,0.8,3.9,35.3,81.6,46.3,0.567,35.39999999999999,81.60000000000001,-0.09999999999999432,-1.4210854715202004e-14
2004-01-10,1,1.0,1.1,6.0,7.9,5.1,11.1,16.1,29.6,2.9,15.3,0.2,16.6,1.1,3.2,13.8,14.9,2.6,6.0,48.8,105.7,56.900000000000006,0.538,48.800000000000004,105.7,-7.105427357601002e-15,0.0
2004-01-17,2,0.9,1.0,7.2,9.7,5.8,12.9,19.9,33.2,3.1,18.5,0.6,16.4,1.1,3.2,14.8,15.9,3.6,7.4,56.9,118.2,61.300000000000004,0.519,57.00000000000001,118.20000000000003,-0.10000000000000853,-2.842170943040401e-14
2004-01-24,3,1.0,1.1,7.7,10.3,5.4,11.7,18.9,32.3,2.7,16.7,0.6,16.9,1.0,3.1,14.7,15.9,3.2,6.9,55.3,114.8,59.5,0.518,55.2,114.9,0.09999999999999432,-0.10000000000000853
2004-01-31,4,0.9,0.9,7.0,8.7,3.6,7.8,16.5,27.3,2.6,15.1,0.5,12.3,0.8,2.7,15.2,16.3,3.1,5.7,50.3,96.9,46.60000000000001,0.481,50.2,96.80000000000001,0.09999999999999432,0.09999999999999432
2004-02-07,5,0.8,0.9,7.3,9.0,5.0,10.4,16.1,28.2,2.6,12.3,0.5,12.8,1.0,2.6,13.1,13.9,3.6,5.8,50.0,95.8,45.8,0.478,50.00000000000001,95.89999999999999,-7.105427357601002e-15,-0.09999999999999432
2004-02-14,6,0.8,0.9,8.0,10.0,4.4,10.1,16.7,29.2,2.9,12.8,0.8,14.3,1.0,2.9,12.8,13.8,3.3,5.3,50.8,99.3,48.5,0.488,50.69999999999999,99.3,0.10000000000000853,0.0
2004-02-21,7,0.8,0.8,7.6,9.6,5.1,10.5,17.2,28.9,2.6,12.5,0.8,14.4,1.1,3.0,13.8,14.5,3.3,5.3,52.4,99.6,47.199999999999996,0.474,52.3,99.5,0.10000000000000142,0.09999999999999432
2004-02-28,8,0.8,0.9,9.2,11.6,4.7,9.1,17.4,27.2,2.8,14.8,0.8,15.2,1.0,2.2,12.8,14.1,3.0,5.0,52.4,100.0,47.6,0.476,52.499999999999986,100.1,-0.09999999999998721,-0.09999999999999432
2004-03-06,9,0.9,0.9,7.3,9.3,4.6,9.4,16.8,28.3,2.8,13.3,1.2,14.6,1.1,2.2,13.1,14.1,4.1,6.3,51.9,98.4,46.50000000000001,0.473,51.900000000000006,98.39999999999999,-7.105427357601002e-15,1.4210854715202004e-14
2004-03-13,10,0.6,0.8,7.1,8.6,2.3,9.4,16.3,26.9,2.6,12.4,0.9,13.8,1.0,2.4,12.3,13.9,3.8,6.4,47.0,94.6,47.599999999999994,0.503,46.9,94.60000000000002,0.10000000000000142,-2.842170943040401e-14
2004-03-20,11,0.9,0.9,6.9,8.6,2.4,9.8,18.9,27.4,2.5,12.2,0.9,14.7,1.0,2.6,11.9,13.2,3.2,5.6,48.5,94.9,46.400000000000006,0.489,48.6,95.0,-0.10000000000000142,-0.09999999999999432
2004-03-27,12,0.7,0.8,7.4,9.4,2.2,9.6,16.2,28.1,2.3,12.6,0.7,15.8,1.1,2.7,10.8,12.1,2.9,5.5,44.4,96.7,52.300000000000004,0.541,44.300000000000004,96.60000000000001,0.09999999999999432,0.09999999999999432
2004-04-03,13,0.7,0.7,7.4,9.6,2.1,9.6,15.5,26.5,2.6,11.4,0.5,15.5,1.0,2.6,10.1,11.5,2.8,5.6,42.7,92.9,50.2,0.54,42.699999999999996,92.99999999999999,7.105427357601002e-15,-0.0999999999999801
2004-04-10,14,0.6,0.7,6.9,8.7,2.0,9.7,14.4,25.0,1.9,9.7,0.3,14.5,0.8,2.5,9.6,11.3,2.8,5.6,39.3,87.7,48.400000000000006,0.552,39.3,87.69999999999999,0.0,1.4210854715202004e-14
2004-04-17,15,0.7,0.8,6.6,8.1,2.1,9.7,13.8,24.0,2.5,11.5,0.7,16.2,0.8,2.8,9.5,11.1,2.8,5.0,39.5,89.1,49.599999999999994,0.557,39.5,89.19999999999999,0.0,-0.09999999999999432
2004-04-24,16,0.7,0.7,6.7,8.2,2.0,10.1,16.0,26.8,2.1,13.7,0.6,16.1,0.8,3.0,10.2,11.9,2.7,5.3,41.8,96.0,54.2,0.565,41.800000000000004,95.8,-7.105427357601002e-15,0.20000000000000284
2004-05-01,17,0.6,0.7,7.1,8.7,2.1,10.6,15.0,26.6,2.2,13.3,0.5,15.5,0.9,3.1,9.4,11.2,2.1,5.3,40.0,95.0,55.0,0.579,39.9,95.0,0.10000000000000142,0.0
2004-05-08,18,0.7,0.8,6.8,8.3,2.0,9.7,15.4,27.1,1.9,12.7,0.4,15.4,0.9,3.0,9.6,11.7,2.0,5.6,39.7,94.2,54.5,0.579,39.699999999999996,94.30000000000001,7.105427357601002e-15,-0.10000000000000853
2004-05-15,19,0.7,0.7,6.7,8.2,2.1,10.3,17.8,28.6,1.9,14.1,0.4,14.8,0.8,3.0,10.2,12.7,1.8,4.5,42.3,96.9,54.60000000000001,0.563,42.39999999999999,96.9,-0.09999999999999432,0.0
2004-05-22,20,0.7,0.8,6.4,7.8,1.8,9.6,17.3,28.5,1.7,13.8,0.6,14.9,0.8,3.1,9.7,12.7,1.9,6.1,40.9,97.5,56.6,0.581,40.9,97.3,0.0,0.20000000000000284
2004-05-29,21,0.8,1.0,6.7,8.3,2.0,10.8,18.1,29.9,1.9,17.4,0.7,14.5,0.6,2.9,10.5,13.1,2.0,5.5,43.4,103.3,59.9,0.58,43.3,103.4,0.10000000000000142,-0.10000000000000853
2004-06-05,22,0.7,0.8,5.2,6.4,1.7,8.2,13.5,22.7,1.5,13.2,0.5,13.2,0.6,2.3,9.1,11.6,2.0,4.6,34.9,83.1,48.199999999999996,0.58,34.800000000000004,82.99999999999999,0.09999999999999432,0.10000000000000853
2004-06-12,23,0.7,0.8,6.3,7.7,2.0,9.8,15.1,25.7,1.8,13.5,0.4,14.5,0.7,2.9,10.3,13.5,1.9,5.0,39.3,93.4,54.10000000000001,0.579,39.199999999999996,93.4,0.10000000000000142,0.0
2004-06-19,24,0.8,0.8,5.5,7.0,2.0,10.5,17.2,28.1,2.6,15.8,0.4,14.4,0.9,2.9,9.7,12.6,1.8,5.0,41.0,97.1,56.099999999999994,0.578,40.89999999999999,97.10000000000001,0.10000000000000853,-1.4210854715202004e-14
2004-06-26,25,0.9,0.9,6.2,7.5,2.6,11.3,16.5,27.7,1.7,13.9,0.3,11.6,0.7,2.9,10.1,12.6,1.9,4.6,40.8,92.9,52.10000000000001,0.561,40.9,93.0,-0.10000000000000142,-0.09999999999999432
2004-07-03,26,0.8,0.8,5.9,7.2,2.8,11.6,15.3,26.0,2.0,12.2,0.6,11.9,0.8,2.9,10.2,13.4,1.9,4.9,40.2,90.9,50.7,0.558,40.300000000000004,90.90000000000002,-0.10000000000000142,-1.4210854715202004e-14
2004-07-10,27,0.8,0.8,5.2,6.4,1.8,8.9,13.8,22.5,2.1,10.6,0.5,8.7,0.7,2.3,8.8,10.7,1.0,1.5,34.7,72.5,37.8,0.521,34.7,72.4,0.0,0.09999999999999432
2004-07-17,28,0.8,1.0,6.1,7.5,2.6,12.1,16.5,27.9,2.2,14.0,0.5,13.0,0.8,2.7,11.0,13.3,2.3,5.1,42.8,96.6,53.8,0.557,42.8,96.6,0.0,0.0
2004-07-24,29,0.8,0.9,6.7,8.2,2.6,12.7,19.8,26.5,2.3,14.5,0.9,12.9,0.7,2.8,11.2,13.3,2.6,5.0,47.7,96.8,49.099999999999994,0.507,47.6,96.8,0.10000000000000142,0.0
2004-07-31,30,0.9,0.9,6.2,7.6,2.1,11.6,17.5,27.5,2.3,13.5,0.9,12.1,0.9,2.8,11.1,13.1,2.3,5.0,44.0,94.0,50.0,0.532,44.199999999999996,94.1,-0.19999999999999574,-0.09999999999999432
2004-08-07,31,0.8,0.8,5.9,7.2,2.2,11.4,18.8,28.7,2.4,14.6,0.7,12.0,0.9,2.6,11.4,13.4,1.8,4.5,45.0,95.4,50.400000000000006,0.528,44.9,95.19999999999999,0.10000000000000142,0.20000000000001705
2004-08-14,32,0.7,0.8,6.6,8.1,2.1,11.7,18.8,28.4,2.9,12.9,0.7,10.1,0.9,2.4,11.3,13.3,1.7,4.4,45.9,92.2,46.300000000000004,0.502,45.7,92.10000000000001,0.19999999999999574,0.09999999999999432
2004-08-21,33,0.7,0.7,6.8,8.3,2.2,11.3,17.4,27.5,2.8,14.4,0.5,9.9,1.0,2.5,11.9,13.9,1.7,4.5,45.0,93.1,48.099999999999994,0.517,45.0,93.0,0.0,0.09999999999999432
2004-08-28,34,0.7,0.8,7.1,8.7,2.2,12.1,17.5,27.9,2.5,13.6,0.6,10.6,1.0,2.6,12.8,14.8,1.4,2.0,45.9,93.1,47.199999999999996,0.507,45.800000000000004,93.1,0.09999999999999432,0.0
2004-09-04,35,0.7,0.9,7.5,9.1,2.2,12.4,18.6,29.1,3.1,15.2,0.7,12.0,1.0,2.7,13.1,15.0,2.0,5.7,49.0,102.1,53.099999999999994,0.52,48.900000000000006,102.10000000000001,0.09999999999999432,-1.4210854715202004e-14
2004-09-11,36,0.5,0.6,6.1,7.3,1.9,10.1,14.8,22.7,2.7,12.0,0.6,9.8,0.8,2.1,11.4,13.2,1.4,4.4,40.3,82.3,42.0,0.51,40.2,82.2,0.09999999999999432,0.09999999999999432
2004-09-18,37,0.8,0.8,7.1,8.7,2.4,11.9,16.4,27.8,3.2,14.9,0.6,11.9,1.1,2.8,11.9,14.0,2.6,5.6,46.0,98.4,52.400000000000006,0.533,46.1,98.4,-0.10000000000000142,0.0
2004-09-25,38,0.7,0.7,6.6,8.2,2.8,13.5,15.6,27.4,2.5,14.9,0.7,11.4,1.0,2.6,12.9,14.9,2.8,5.0,45.6,98.7,53.1,0.538,45.599999999999994,98.60000000000001,7.105427357601002e-15,0.09999999999999432
2004-10-02,39,0.7,0.7,6.8,8.4,2.7,13.0,15.6,27.6,3.2,14.9,0.6,11.1,0.9,2.5,12.0,14.0,2.3,4.8,44.9,97.1,52.199999999999996,0.538,44.8,97.0,0.10000000000000142,0.09999999999999432
2004-10-09,40,0.7,0.7,6.9,8.5,2.6,13.8,16.4,26.7,2.8,14.5,0.4,10.6,0.8,2.6,12.9,15.0,2.3,4.9,45.8,97.3,51.5,0.529,45.8,97.3,0.0,0.0
2004-10-16,41,0.7,0.7,6.5,8.0,3.0,14.3,15.7,26.3,2.9,15.1,0.8,10.4,0.9,2.9,12.1,14.4,2.5,5.4,45.1,97.6,52.49999999999999,0.538,45.099999999999994,97.50000000000001,7.105427357601002e-15,0.0999999999999801
2004-10-23,42,0.7,0.7,6.6,8.2,3.1,14.9,18.1,29.7,2.9,17.2,0.7,12.5,0.8,3.0,13.1,15.4,2.3,5.7,48.3,107.4,59.10000000000001,0.55,48.3,107.30000000000001,0.0,0.09999999999999432
2004-10-30,43,0.7,0.8,7.2,8.9,3.1,15.3,15.6,28.8,3.1,16.2,0.9,13.3,0.9,3.1,13.5,15.6,2.4,6.2,47.6,108.1,60.49999999999999,0.56,47.4,108.19999999999999,0.20000000000000284,-0.09999999999999432
2004-11-06,44,0.7,0.8,7.0,8.7,2.6,13.1,16.4,30.8,2.7,13.6,0.7,13.1,0.7,3.0,14.0,16.6,2.4,6.1,47.3,105.8,58.5,0.553,47.199999999999996,105.79999999999998,0.10000000000000142,1.4210854715202004e-14
2004-11-13,45,0.8,0.8,7.5,9.3,3.2,15.7,15.3,30.0,2.5,14.4,0.5,13.3,0.8,3.3,13.7,16.7,2.5,6.9,46.9,110.4,63.50000000000001,0.575,46.8,110.4,0.10000000000000142,0.0
2004-11-20,46,0.7,0.7,7.0,8.7,2.7,12.9,15.0,29.6,3.0,14.2,0.6,13.8,0.8,3.5,13.9,16.6,2.3,6.1,45.9,106.1,60.199999999999996,0.567,46.0,106.1,-0.10000000000000142,0.0
2004-11-27,47,0.5,0.5,5.6,6.8,1.8,8.6,11.1,22.9,2.2,9.8,0.8,11.3,0.6,2.8,10.4,12.4,1.6,5.0,34.7,80.1,45.39999999999999,0.567,34.6,80.1,0.10000000000000142,0.0
2004-12-04,48,0.8,0.8,6.7,8.3,2.7,11.7,17.9,32.7,3.7,14.8,0.9,12.7,1.0,3.3,15.2,16.9,2.5,5.8,51.5,107.1,55.599999999999994,0.519,51.39999999999999,106.99999999999999,0.10000000000000853,0.10000000000000853
2004-12-11,49,0.8,0.8,7.7,9.4,3.0,12.2,18.3,34.5,4.4,16.7,0.8,12.9,1.1,3.5,12.7,15.0,2.6,6.1,51.5,111.2,59.7,0.537,51.4,111.1,0.10000000000000142,0.10000000000000853
2004-12-18,50,0.8,0.8,7.9,9.8,3.0,11.8,18.7,33.1,4.8,15.4,1.2,13.3,1.1,3.5,13.5,15.4,3.3,6.1,54.4,109.3,54.9,0.502,54.3,109.2,0.10000000000000142,0.09999999999999432
2004-12-25,51,0.6,0.6,6.2,7.7,2.1,8.9,13.3,27.7,2.4,8.3,1.0,11.0,0.9,2.8,13.2,14.8,2.1,4.2,41.8,86.0,44.2,0.514,41.800000000000004,86.0,-7.105427357601002e-15,0.0
2005-01-01,52,0.7,0.7,5.9,7.3,2.7,9.8,13.8,28.0,3.3,8.9,0.7,10.5,0.6,3.3,12.6,13.3,2.3,4.2,42.7,86.1,43.39999999999999,0.504,42.6,85.99999999999999,0.10000000000000142,0.10000000000000853
2005-01-08,1,0.8,0.8,6.9,8.4,3.6,12.3,15.6,29.3,4.9,14.1,1.1,11.9,1.0,3.4,14.4,15.3,4.0,6.4,52.2,101.9,49.7,0.488,52.3,101.9,-0.09999999999999432,0.0
2005-01-15,2,0.8,0.9,7.4,9.1,3.3,12.7,22.3,33.9,3.9,15.0,1.3,13.8,,3.6,15.8,16.8,3.1,6.3,58.8,112.3,53.5,0.476,57.9,112.09999999999998,0.8999999999999986,0.20000000000001705
2005-01-22,3,0.6,0.6,6.2,7.6,2.9,12.2,15.1,30.3,3.0,12.6,1.0,13.3,,3.4000000000000004,16.6,17.6,3.4,6.1,49.6,103.9,54.300000000000004,0.523,48.8,103.70000000000002,0.8000000000000043,0.19999999999998863
2005-01-29,4,0.7,0.7,5.9,7.2,2.6,11.4,15.8,33.6,3.4,13.5,1.0,13.1,,3.9,15.5,16.8,2.9,5.6,48.7,105.8,57.099999999999994,0.54,47.8,105.8,0.9000000000000057,0.0
2005-02-05,5,0.9,0.9,6.6,8.1,2.9,11.4,15.9,31.6,3.9,10.5,0.8,12.7,,3.4,13.9,15.0,3.3,5.5,49.1,98.9,49.800000000000004,0.504,48.199999999999996,99.10000000000001,0.9000000000000057,-0.20000000000000284
2005-02-12,6,0.8,0.8,6.9,8.5,2.6,10.9,14.8,29.6,3.4,10.3,1.1,11.8,,0.0,13.0,13.8,2.8,4.8,46.2,93.4,47.2,0.505,45.4,90.5,0.8000000000000043,2.9000000000000057
2005-02-19,7,0.7,0.8,6.4,7.9,2.3,10.4,15.3,29.7,3.3,12.2,0.7,11.8,,0.0,14.4,15.0,2.9,5.2,46.9,95.9,49.00000000000001,0.511,46.0,93.0,0.8999999999999986,2.9000000000000057
2005-02-26,8,0.7,0.8,6.0,7.4,2.3,10.3,15.2,29.2,3.1,11.2,0.3,11.7,,0.0,13.2,13.8,2.5,4.2,44.2,91.3,47.099999999999994,0.516,43.3,88.60000000000001,0.9000000000000057,2.6999999999999886
2005-03-05,9,0.7,0.7,5.8,7.1,2.5,9.6,13.3,25.9,3.1,9.0,0.8,11.9,,0.0,13.5,14.5,1.6,1.8,42.3,83.3,41.0,0.492,41.300000000000004,80.5,0.9999999999999929,2.799999999999997
2005-03-12,10,0.6,0.7,6.2,7.6,2.5,10.6,14.3,26.8,2.8,9.1,1.1,11.8,,0.0,13.4,14.3,3.4,5.7,45.2,89.4,44.2,0.494,44.300000000000004,86.60000000000001,0.8999999999999986,2.799999999999997
2005-03-19,11,0.6,0.8,6.4,7.9,2.3,10.3,14.2,27.1,2.8,10.9,0.7,11.2,,0.0,13.2,14.1,2.5,4.2,43.7,89.0,45.3,0.509,42.7,86.5,1.0,2.5
2005-03-26,12,0.6,0.7,6.1,7.5,2.5,10.4,14.2,26.4,2.5,10.1,0.6,10.8,,0.0,12.4,13.3,2.5,4.3,42.4,86.3,43.9,0.509,41.4,83.5,1.0,2.799999999999997
2005-04-02,13,0.6,0.6,6.0,7.4,2.6,10.3,13.9,24.3,2.6,9.7,1.1,11.6,,0.0,12.2,13.2,1.3,1.5,41.3,81.2,39.900000000000006,0.491,40.3,78.6,1.0,2.6000000000000085
2005-04-09,14,0.6,0.6,6.0,7.4,2.2,10.8,15.1,27.0,2.3,12.2,0.5,10.5,,0.0,11.7,12.8,3.3,5.2,42.7,89.0,46.3,0.52,41.699999999999996,86.5,1.000000000000007,2.5
2005-04-16,15,0.6,0.7,6.6,8.1,2.5,11.1,14.0,25.0,2.4,11.3,0.8,11.4,,0.0,11.6,13.0,2.5,4.7,41.9,87.8,45.9,0.523,41.0,85.30000000000001,0.8999999999999986,2.499999999999986
2005-04-23,16,0.6,0.7,6.0,7.5,1.8,10.3,12.8,23.7,2.5,12.2,0.9,10.3,,0.0,11.1,12.6,2.4,4.7,38.8,84.2,45.400000000000006,0.539,38.1,82.0,0.6999999999999957,2.200000000000003
2005-04-30,17,0.6,0.6,6.1,7.5,2.2,10.2,13.1,24.9,2.1,12.5,0.8,10.6,,0.0,11.3,12.7,2.2,4.5,39.3,86.1,46.8,0.544,38.400000000000006,83.5,0.8999999999999915,2.5999999999999943
2005-05-07,18,0.6,0.6,6.7,8.3,2.3,10.6,13.4,23.8,2.1,13.2,0.8,10.5,,0.0,11.5,13.3,2.3,4.3,40.6,87.1,46.49999999999999,0.534,39.7,84.6,0.8999999999999986,2.5
2005-05-14,19,0.6,0.7,6.0,7.4,2.5,11.4,12.0,22.9,3.2,14.5,0.7,10.4,,0.0,11.3,12.7,2.3,4.7,39.4,87.1,47.699999999999996,0.548,38.599999999999994,84.7,0.8000000000000043,2.3999999999999915
2005-05-21,20,0.7,0.7,5.7,7.0,2.1,11.3,13.2,24.7,2.3,16.1,0.9,11.0,,0.0,11.2,13.0,2.3,4.7,39.1,91.3,52.199999999999996,0.572,38.39999999999999,88.50000000000001,0.70000000000001,2.799999999999983
2005-05-28,21,0.5,0.7,6.2,7.6,1.7,10.2,12.6,24.8,1.9,14.9,0.6,11.6,,0.0,11.3,12.9,2.2,4.7,38.0,90.1,52.099999999999994,0.578,37.0,87.4,1.0,2.6999999999999886
2005-06-04,22,0.5,0.7,4.8,5.9,1.7,8.7,10.1,19.7,1.9,11.6,0.6,9.0,,0.0,10.8,12.6,2.0,3.7,33.3,74.1,40.8,0.551,32.400000000000006,71.9,0.8999999999999915,2.1999999999999886
2005-06-11,23,0.6,0.8,5.2,6.4,1.9,10.7,12.6,23.7,2.1,13.7,0.6,10.6,,2.4,10.9,13.2,2.7,4.6,37.4,85.8,48.4,0.564,36.6,86.1,0.7999999999999972,-0.29999999999999716
