date,week,region_1_2_dairy,region_1_2_beef_dairy,region_3_dairy,region_3_beef_dairy,region_4_dairy,region_4_beef_dairy,region_5_dairy,region_5_beef_dairy,region_6_dairy,region_6_beef_dairy,region_7_dairy,region_7_beef_dairy,region_8_dairy,region_8_beef_dairy,region_9_dairy,region_9_beef_dairy,region_10_dairy,region_10_beef_dairy,reported_total_dairy,reported_total_beef_dairy,calculated_total_beef,calculated_pct_beef,calculated_total_dairy,calculated_total_beef_dairy,diff_dairy,diff_beef_dairy
1994-05-14,19,1.6,1.6,7.1,7.6,4.6,11.8,19.2,25.2,2.5,16.3,4.8,18.1,1.0,8.7,7.6,10.2,2.6,4.9,51.0,104.6,53.599999999999994,0.512,51.0,104.4,0.0,0.19999999999998863
1994-05-21,20,1.6,1.6,6.0,7.2,4.5,11.7,17.9,23.9,2.6,14.6,4.6,17.4,1.4,9.2,7.8,10.3,2.7,5.3,49.0,101.3,52.3,0.516,49.1,101.2,-0.10000000000000142,0.09999999999999432
1994-05-28,21,1.5,1.5,5.8,7.3,4.4,11.6,18.4,25.0,2.2,17.6,4.6,17.3,1.3,9.2,8.0,10.5,2.9,5.4,49.0,105.4,56.400000000000006,0.535,49.099999999999994,105.4,-0.09999999999999432,0.0
1994-06-04,22,1.2,1.2,5.9,6.1,4.3,9.5,14.8,19.8,2.1,11.9,3.5,13.7,1.0,7.5,6.6,8.8,2.4,4.4,41.6,83.0,41.4,0.499,41.800000000000004,82.9,-0.20000000000000284,0.09999999999999432
1994-06-11,23,1.4,1.5,5.1,6.4,4.7,10.7,18.7,24.8,2.4,15.7,4.5,16.6,1.3,9.3,7.6,10.7,2.4,5.1,48.3,100.8,52.5,0.521,48.099999999999994,100.80000000000001,0.20000000000000284,-1.4210854715202004e-14
1994-06-18,24,1.2,1.3,5.3,6.9,4.1,10.1,16.9,22.1,2.7,14.2,3.6,12.9,1.2,9.2,7.1,10.6,2.6,5.5,44.7,92.8,48.099999999999994,0.518,44.7,92.80000000000001,0.0,-1.4210854715202004e-14
1994-06-25,25,1.3,1.3,5.3,7.3,4.5,10.6,15.5,21.5,2.6,14.0,3.9,13.4,1.3,9.0,6.8,9.7,2.4,5.4,43.7,92.3,48.599999999999994,0.527,43.599999999999994,92.20000000000002,0.10000000000000853,0.0999999999999801
1994-07-02,26,1.7,1.7,5.7,7.0,4.9,10.9,18.6,24.3,2.5,15.0,5.0,16.1,1.3,8.7,6.8,10.7,2.6,5.6,49.0,100.0,51.0,0.51,49.1,100.0,-0.10000000000000142,0.0
1994-07-09,27,1.4,1.4,4.5,5.3,3.5,7.6,13.8,18.0,1.7,10.1,4.0,13.3,1.1,7.4,6.1,8.7,2.0,4.3,38.1,76.1,37.99999999999999,0.499,38.1,76.1,0.0,0.0
1994-07-16,28,1.5,1.6,5.4,7.0,5.5,12.0,18.6,25.2,2.7,17.2,5.3,15.4,1.8,9.2,7.6,11.7,2.6,5.3,51.0,104.6,53.599999999999994,0.512,51.0,104.60000000000001,0.0,-1.4210854715202004e-14
1994-07-23,29,1.5,1.5,6.1,7.9,5.0,11.6,19.6,24.6,2.5,17.1,4.8,14.3,1.6,9.0,7.7,10.9,2.8,5.4,51.6,102.2,50.6,0.495,51.6,102.30000000000001,0.0,-0.10000000000000853
1994-07-30,30,1.6,1.6,6.5,8.4,5.0,11.3,19.3,24.6,2.7,16.1,5.0,13.2,1.6,7.7,7.6,10.5,2.6,5.2,51.9,98.5,46.6,0.473,51.900000000000006,98.60000000000001,-7.105427357601002e-15,-0.10000000000000853
1994-08-06,31,1.6,1.6,6.7,8.6,5.2,11.6,18.5,23.4,2.9,16.4,5.0,14.0,1.6,7.2,6.5,9.2,2.7,5.1,50.5,97.0,46.5,0.479,50.7,97.1,-0.20000000000000284,-0.09999999999999432
1994-08-13,32,1.5,1.6,6.4,8.2,5.0,11.8,19.3,24.7,2.6,15.1,5.3,14.8,1.8,8.3,7.5,10.2,2.5,5.1,51.9,99.7,47.800000000000004,0.479,51.9,99.8,0.0,-0.09999999999999432
1994-08-20,33,1.6,1.6,6.7,8.4,5.1,12.4,16.8,24.7,2.9,19.0,5.6,16.0,1.8,8.8,7.6,10.3,2.8,5.6,51.0,106.9,55.900000000000006,0.523,50.9,106.79999999999998,0.10000000000000142,0.10000000000002274
1994-08-27,34,1.7,1.7,7.6,9.9,5.5,12.7,19.7,26.9,3.0,18.4,5.9,17.9,2.0,8.6,8.1,11.0,2.6,5.7,56.0,112.9,56.900000000000006,0.504,56.1,112.8,-0.10000000000000142,0.10000000000000853
1994-09-03,35,1.6,1.6,8.9,9.3,5.1,13.9,19.1,25.9,3.2,18.4,5.4,15.6,1.6,8.4,8.1,10.8,2.7,5.3,55.8,109.5,53.7,0.49,55.70000000000001,109.19999999999999,0.09999999999998721,0.30000000000001137
1994-09-10,36,1.5,1.5,6.5,6.9,4.5,10.3,15.4,20.9,2.9,14.4,5.0,14.1,1.7,7.0,6.8,8.6,2.6,5.3,46.8,89.1,42.3,0.475,46.9,88.99999999999999,-0.10000000000000142,0.10000000000000853
1994-09-17,37,1.5,1.5,6.9,8.9,5.2,12.9,19.5,26.3,3.5,20.0,5.8,16.8,2.1,8.9,8.2,10.4,2.9,6.1,55.8,111.9,56.10000000000001,0.501,55.6,111.8,0.19999999999999574,0.10000000000000853
1994-09-24,38,1.6,1.6,6.9,8.9,5.8,13.6,19.2,26.1,3.4,19.9,5.8,17.1,1.6,8.9,8.4,11.1,2.8,5.9,55.3,113.2,57.900000000000006,0.511,55.49999999999999,113.1,-0.19999999999999574,0.10000000000000853
1994-10-01,39,1.6,1.6,7.8,10.2,5.9,13.7,20.8,27.9,2.8,22.3,6.2,18.1,1.8,9.1,8.4,10.6,2.7,5.9,57.9,119.5,61.6,0.515,58.0,119.4,-0.10000000000000142,0.09999999999999432
1994-10-08,40,1.6,1.6,7.0,9.0,5.7,13.8,19.5,27.3,3.2,22.6,5.9,18.6,2.2,10.5,8.0,10.9,2.8,6.3,56.0,120.7,64.7,0.536,55.9,120.60000000000001,0.10000000000000142,0.09999999999999432
1994-10-15,41,1.5,1.5,7.2,9.5,5.6,13.4,18.9,26.3,2.9,22.3,5.6,18.8,1.9,10.6,8.9,11.7,2.7,6.4,55.1,120.5,65.4,0.543,55.199999999999996,120.5,-0.09999999999999432,0.0
1994-10-22,42,1.5,1.5,7.3,9.5,5.0,12.6,17.8,26.4,3.0,20.5,6.2,19.9,2.7,11.7,8.4,11.5,2.8,7.0,54.7,120.6,65.89999999999999,0.546,54.7,120.60000000000001,0.0,-1.4210854715202004e-14
1994-10-29,43,1.5,1.6,8.4,11.0,5.6,14.0,19.2,28.1,3.2,23.8,6.4,20.0,2.2,13.0,8.8,12.6,2.6,6.8,57.9,130.8,72.9,0.557,57.90000000000001,130.9,-1.4210854715202004e-14,-0.09999999999999432
1994-11-05,44,1.7,1.7,8.1,10.6,5.6,14.1,21.2,30.8,2.5,25.0,7.7,23.1,2.1,13.4,8.8,12.9,2.7,7.8,60.3,139.4,79.10000000000001,0.567,60.400000000000006,139.40000000000003,-0.10000000000000853,-2.842170943040401e-14
1994-11-12,45,1.4,1.5,8.6,11.1,5.6,14.1,21.8,31.8,3.0,24.6,7.7,22.3,1.8,14.8,8.9,12.6,2.3,7.0,61.1,139.7,78.6,0.563,61.099999999999994,139.79999999999998,7.105427357601002e-15,-0.09999999999999432
1994-11-19,46,1.4,1.6,8.2,10.6,4.9,13.9,19.4,30.4,2.9,22.1,7.1,22.2,1.4,14.5,9.4,13.2,2.7,7.6,57.4,136.1,78.69999999999999,0.578,57.4,136.1,0.0,0.0
1994-11-26,47,1.1,1.1,6.7,8.2,4.0,10.8,17.8,25.6,2.4,16.4,5.8,18.2,1.1,11.4,7.0,9.7,2.1,6.4,48.0,107.8,59.8,0.555,48.0,107.80000000000001,0.0,-1.4210854715202004e-14
1994-12-03,48,1.7,1.7,8.3,10.8,5.4,14.4,23.2,33.1,2.9,22.7,8.4,24.7,1.6,14.6,9.8,12.9,2.6,7.8,64.0,142.8,78.80000000000001,0.552,63.9,142.70000000000002,0.10000000000000142,0.09999999999999432
1994-12-10,49,1.7,1.7,9.7,12.5,5.4,14.3,24.6,35.1,3.7,24.4,6.7,20.9,1.6,14.3,9.4,13.1,2.8,7.8,65.4,144.0,78.6,0.546,65.60000000000001,144.10000000000002,-0.20000000000000284,-0.10000000000002274
1994-12-17,50,1.6,1.7,7.7,10.0,5.3,13.5,21.6,32.3,3.0,19.0,7.5,23.4,2.1,13.1,9.2,11.5,3.2,7.7,61.1,132.3,71.20000000000002,0.538,61.2,132.2,-0.10000000000000142,0.10000000000002274
1994-12-24,51,1.5,1.5,7.2,9.4,4.5,12.6,21.3,29.4,3.1,16.6,7.1,20.2,1.3,12.1,9.1,11.5,3.1,6.8,58.2,120.2,62.0,0.516,58.2,120.1,0.0,0.10000000000000853
1994-12-31,52,1.3,1.3,6.3,8.2,4.5,11.3,19.6,27.4,1.9,11.1,5.8,17.5,1.0,11.0,7.9,9.7,1.5,5.9,49.9,103.5,53.6,0.518,49.8,103.40000000000002,0.10000000000000142,0.0999999999999801
1995-01-07,1,1.4,1.4,7.4,9.6,4.8,12.4,19.1,27.3,3.7,17.2,6.4,18.5,1.6,12.4,9.1,10.6,2.7,6.2,56.3,115.7,59.400000000000006,0.513,56.20000000000001,115.60000000000001,0.09999999999998721,0.09999999999999432
1995-01-14,2,1.6,1.6,8.6,11.1,5.6,13.9,23.4,32.4,3.8,19.6,8.9,22.3,1.7,15.2,11.0,13.0,3.5,7.1,68.2,136.3,68.10000000000001,0.5,68.1,136.2,0.10000000000000853,0.10000000000002274
1995-01-21,3,1.5,1.6,8.2,10.8,5.5,13.5,22.0,30.1,3.3,18.4,7.7,21.5,1.4,13.6,11.5,12.7,3.4,6.9,64.5,128.9,64.4,0.5,64.5,129.1,0.0,-0.19999999999998863
1995-01-28,4,1.6,1.6,8.0,10.3,5.4,13.4,23.0,31.3,3.4,18.1,7.5,19.1,1.5,11.5,10.9,12.4,3.1,6.4,64.4,124.6,60.19999999999999,0.483,64.39999999999999,124.10000000000002,1.4210854715202004e-14,0.4999999999999716
1995-02-04,5,1.6,1.6,8.2,8.6,5.4,12.6,22.0,30.3,3.4,16.2,7.4,18.6,1.6,12.0,10.2,11.6,3.0,6.0,63.0,118.2,55.2,0.467,62.8,117.5,0.20000000000000284,0.7000000000000028
1995-02-11,6,1.5,1.5,6.6,8.6,5.3,12.5,19.4,27.2,3.6,21.6,7.8,19.3,1.7,11.0,10.4,11.5,3.4,6.0,59.9,120.4,60.50000000000001,0.502,59.699999999999996,119.2,0.20000000000000284,1.2000000000000028
1995-02-18,7,1.7,1.8,8.2,9.8,5.5,12.3,19.7,26.9,3.2,18.3,6.5,16.9,1.5,12.0,9.6,10.6,3.3,6.1,59.3,115.8,56.5,0.488,59.199999999999996,114.69999999999999,0.10000000000000142,1.1000000000000085
1995-02-25,8,1.7,1.7,8.0,10.4,5.3,13.0,22.4,30.6,2.8,19.1,7.3,19.1,1.7,11.0,10.1,11.3,3.4,6.2,63.0,123.8,60.8,0.491,62.699999999999996,122.4,0.30000000000000426,1.3999999999999915
1995-03-04,9,1.6,1.6,7.2,9.2,5.6,13.9,21.2,29.1,2.7,17.8,6.2,17.0,1.7,10.1,9.5,10.8,3.4,5.9,59.2,116.9,57.7,0.494,59.10000000000001,115.39999999999999,0.09999999999999432,1.5000000000000142
1995-03-11,10,1.6,1.7,6.9,8.9,5.6,12.0,19.4,25.9,2.7,15.8,6.8,16.4,1.3,9.8,9.1,10.3,3.1,5.4,57.0,108.1,51.099999999999994,0.473,56.5,106.19999999999999,0.5,1.9000000000000057
1995-03-18,11,1.8,1.8,6.7,8.6,5.1,12.2,21.0,27.8,2.6,18.9,7.3,18.9,1.8,11.0,9.5,10.7,3.0,5.6,58.9,117.5,58.6,0.499,58.8,115.50000000000001,0.10000000000000142,1.9999999999999858
1995-03-25,12,1.7,1.8,7.0,9.0,5.1,13.5,20.5,28.2,2.3,21.3,6.2,17.5,1.3,10.0,9.8,11.0,3.1,6.0,57.3,120.5,63.2,0.524,56.99999999999999,118.3,0.30000000000000426,2.200000000000003
1995-04-01,13,1.5,1.5,6.5,8.4,3.5,13.0,18.9,25.8,2.6,20.2,5.0,15.1,1.3,9.3,9.2,10.6,3.1,5.6,51.7,111.6,59.89999999999999,0.537,51.6,109.49999999999999,0.10000000000000142,2.1000000000000085
1995-04-08,14,1.3,1.3,6.1,7.9,5.1,11.9,17.2,24.1,2.7,14.7,6.5,17.4,1.2,9.3,8.0,9.9,2.7,5.3,51.0,103.9,52.900000000000006,0.509,50.800000000000004,101.80000000000001,0.19999999999999574,2.0999999999999943
1995-04-15,15,1.5,1.5,5.8,7.6,4.9,11.9,16.5,23.3,2.3,15.3,5.3,16.0,1.2,8.8,8.5,10.8,2.6,5.5,49.0,103.2,54.2,0.525,48.6,100.69999999999999,0.3999999999999986,2.500000000000014
1995-04-22,16,1.4,1.4,6.0,7.8,4.8,11.9,18.3,25.6,2.5,16.6,5.8,18.0,1.1,9.6,8.8,11.0,2.8,5.9,51.8,110.5,58.7,0.531,51.5,107.80000000000001,0.29999999999999716,2.6999999999999886
1995-04-29,17,1.5,1.5,6.4,8.3,5.0,12.1,20.4,28.3,2.1,17.1,5.9,17.8,1.3,10.2,8.6,11.1,2.9,6.0,54.5,115.0,60.5,0.526,54.099999999999994,112.4,0.4000000000000057,2.5999999999999943
1995-05-06,18,1.3,1.3,6.3,8.2,4.7,11.6,18.1,25.5,2.0,16.2,5.7,17.3,1.4,10.6,7.4,9.7,2.5,5.7,49.7,108.7,59.0,0.543,49.400000000000006,106.1,0.29999999999999716,2.6000000000000085
1995-05-13,19,1.3,1.3,5.8,7.6,4.7,11.3,18.1,24.3,2.3,15.7,5.9,16.8,1.3,10.2,7.9,10.2,2.3,5.3,49.9,105.2,55.300000000000004,0.526,49.599999999999994,102.7,0.30000000000000426,2.5
1995-05-20,20,1.3,1.4,6.7,7.5,4.0,10.6,17.3,24.0,2.2,17.2,5.8,17.6,1.1,9.1,7.5,9.5,2.8,6.0,49.0,105.4,56.400000000000006,0.535,48.699999999999996,102.9,0.30000000000000426,2.5
1995-05-27,21,1.2,1.2,6.3,7.1,4.3,11.5,17.8,25.1,2.0,18.2,5.8,18.1,1.1,10.2,8.2,10.6,2.7,5.7,49.9,110.4,60.50000000000001,0.548,49.400000000000006,107.69999999999999,0.4999999999999929,2.700000000000017
1995-06-03,22,1.1,1.1,4.9,6.4,3.9,10.1,15.6,23.5,2.1,13.1,5.4,15.7,1.4,8.7,7.0,9.7,2.3,4.9,43.9,95.5,51.6,0.54,43.699999999999996,93.20000000000002,0.20000000000000284,2.299999999999983
1995-06-10,23,1.2,1.2,6.2,7.2,4.6,11.0,18.9,26.6,2.1,16.5,5.8,17.2,1.7,10.9,8.5,12.1,3.2,6.2,52.6,112.0,59.4,0.53,52.2,108.9,0.3999999999999986,3.0999999999999943
1995-06-17,24,1.3,1.3,5.6,7.3,4.4,10.6,16.3,23.7,2.1,17.4,5.6,16.0,1.2,10.0,8.7,12.3,2.9,5.8,48.5,107.5,59.0,0.549,48.1,104.39999999999999,0.3999999999999986,3.1000000000000085
1995-06-24,25,1.2,1.2,5.5,7.1,4.1,10.4,14.7,22.1,1.8,16.1,5.5,16.9,1.2,9.8,7.5,11.0,2.9,6.1,44.9,103.7,58.800000000000004,0.567,44.4,100.69999999999999,0.5,3.000000000000014
1995-07-01,26,1.4,1.4,6.2,8.0,4.2,11.0,18.7,25.8,2.2,17.1,6.3,17.6,1.5,10.1,7.3,11.4,2.8,6.2,50.9,111.2,60.300000000000004,0.542,50.599999999999994,108.60000000000001,0.30000000000000426,2.5999999999999943
1995-07-08,27,1.2,1.2,5.2,6.7,2.9,6.9,15.3,21.4,1.8,10.8,3.8,13.0,1.1,9.3,7.7,9.3,2.0,5.0,41.3,85.9,44.60000000000001,0.519,41.00000000000001,83.6,0.29999999999999005,2.3000000000000114
1995-07-15,28,1.4,1.4,6.3,8.2,4.9,11.9,17.1,25.1,2.5,18.2,4.8,16.2,1.0,8.5,10.5,12.7,3.3,6.0,52.1,111.1,58.99999999999999,0.531,51.8,108.2,0.30000000000000426,2.8999999999999915
1995-07-22,29,1.4,1.4,6.0,7.8,4.4,10.4,16.5,22.7,2.1,15.0,4.6,15.0,0.9,7.5,9.3,10.9,3.0,5.8,48.6,99.6,50.99999999999999,0.512,48.2,96.5,0.3999999999999986,3.0999999999999943
1995-07-29,30,1.4,1.4,6.4,8.4,4.5,10.3,17.6,24.6,1.8,13.6,4.9,15.3,0.9,7.8,7.8,10.8,2.9,5.3,48.9,100.6,51.699999999999996,0.514,48.199999999999996,97.5,0.7000000000000028,3.0999999999999943
1995-08-05,31,1.4,1.4,6.5,8.4,2.5,10.5,17.6,24.2,2.4,12.8,4.9,15.4,1.5,8.2,7.6,10.4,3.1,5.9,47.8,100.3,52.5,0.523,47.5,97.20000000000002,0.29999999999999716,3.09999999999998
1995-08-12,32,1.3,1.3,6.8,8.0,4.3,11.3,17.6,25.3,2.2,14.7,5.1,16.6,1.5,9.4,8.0,10.7,2.9,5.9,50.2,106.2,56.0,0.527,49.7,103.20000000000003,0.5,2.9999999999999716
1995-08-19,33,1.4,1.4,7.4,8.4,4.5,11.3,19.2,25.3,2.4,15.3,5.1,17.0,1.3,8.1,8.7,11.4,3.1,6.1,53.7,107.7,54.0,0.501,53.1,104.3,0.6000000000000014,3.4000000000000057
1995-08-26,34,1.4,1.4,6.6,8.5,4.7,12.1,17.6,25.1,2.3,15.3,5.4,17.1,1.3,9.7,8.3,11.1,3.0,6.2,51.1,109.8,58.699999999999996,0.535,50.599999999999994,106.5,0.5000000000000071,3.299999999999997
1995-09-02,35,1.6,1.6,7.9,10.3,4.6,12.8,19.1,27.4,2.1,16.8,6.5,18.1,1.7,9.7,8.7,11.8,2.9,6.6,55.7,118.5,62.8,0.53,55.1,115.1,0.6000000000000014,3.4000000000000057
1995-09-09,36,1.3,1.3,7.1,7.4,4.6,11.0,16.0,23.2,2.4,15.5,4.8,15.7,1.5,8.0,8.4,10.8,2.3,5.3,48.6,100.9,52.300000000000004,0.518,48.39999999999999,98.2,0.20000000000000995,2.700000000000003
1995-09-16,37,1.6,1.7,8.8,10.3,5.1,12.8,19.5,28.4,2.8,20.2,6.0,20.0,1.9,11.2,9.3,12.1,2.8,6.5,58.3,126.7,68.4,0.54,57.8,123.2,0.5,3.5
1995-09-23,38,1.5,1.5,7.5,10.1,4.9,12.5,20.4,29.2,2.8,19.9,5.4,19.6,1.6,10.1,9.5,12.3,3.0,6.1,57.1,124.9,67.80000000000001,0.543,56.599999999999994,121.29999999999997,0.5000000000000071,3.600000000000037
1995-09-30,39,1.6,1.6,6.8,9.1,4.9,12.8,20.4,27.5,2.9,20.0,5.3,19.0,1.7,10.5,11.3,12.6,2.5,6.7,57.9,123.6,65.69999999999999,0.532,57.400000000000006,119.8,0.4999999999999929,3.799999999999997
1995-10-07,40,1.4,1.4,6.7,9.0,4.8,12.7,19.1,27.2,2.8,19.9,5.4,19.7,1.7,11.0,9.4,12.3,3.0,6.6,54.8,123.3,68.5,0.556,54.3,119.79999999999998,0.5,3.500000000000014
1995-10-14,41,1.5,1.6,6.6,8.8,5.0,12.5,20.0,28.0,2.7,21.0,5.3,19.9,1.8,11.8,9.3,12.0,2.9,6.8,55.7,125.8,70.1,0.557,55.1,122.4,0.6000000000000014,3.3999999999999915
1995-10-21,42,1.5,1.6,7.0,9.2,5.2,13.0,19.8,28.9,2.4,22.5,5.3,21.1,1.5,13.4,9.6,13.4,3.0,7.0,55.9,133.8,77.9,0.582,55.3,130.1,0.6000000000000014,3.700000000000017
1995-10-28,43,1.6,1.7,7.8,10.5,5.1,13.3,22.7,32.3,2.3,23.6,5.7,23.1,1.6,13.9,9.6,13.5,2.6,7.2,59.5,142.3,82.80000000000001,0.582,59.00000000000001,139.1,0.4999999999999929,3.200000000000017
1995-11-04,44,1.7,1.8,7.7,10.4,5.3,13.9,24.6,33.8,3.0,26.1,7.2,25.5,1.8,16.3,9.3,13.6,2.8,7.7,64.1,152.8,88.70000000000002,0.58,63.39999999999999,149.1,0.7000000000000028,3.700000000000017
1995-11-11,45,1.5,1.6,8.1,10.8,5.6,13.3,22.8,33.8,2.6,23.3,7.2,24.5,1.5,16.3,9.2,13.6,2.8,8.0,61.8,148.7,86.89999999999999,0.584,61.3,145.2,0.5,3.5
1995-11-18,46,1.4,1.5,7.6,10.0,6.0,14.1,24.6,35.7,2.7,25.5,7.2,27.4,1.5,16.5,9.6,13.7,2.4,7.7,63.6,156.4,92.80000000000001,0.593,63.00000000000001,152.1,0.5999999999999943,4.300000000000011
1995-11-25,47,1.2,1.3,6.6,8.8,4.8,11.5,20.7,27.4,2.1,18.2,5.1,20.3,1.0,13.4,6.9,10.3,1.8,6.0,50.7,120.9,70.2,0.581,50.199999999999996,117.2,0.5000000000000071,3.700000000000003
1995-12-02,48,1.8,1.4,7.3,9.7,6.2,14.5,24.7,35.2,2.7,24.3,6.5,25.6,1.4,14.7,10.1,13.9,2.2,7.4,63.5,150.4,86.9,0.578,62.900000000000006,146.70000000000002,0.5999999999999943,3.6999999999999886
1995-12-09,49,1.6,1.8,9.1,12.1,5.4,13.6,25.5,35.6,3.0,24.9,7.0,26.4,1.6,15.5,9.2,12.8,2.7,7.4,65.7,153.5,87.8,0.572,65.10000000000001,150.10000000000002,0.5999999999999943,3.3999999999999773
1995-12-16,50,1.6,1.6,6.4,8.5,5.7,13.5,21.6,29.5,2.3,18.7,5.6,23.0,1.4,14.0,8.7,11.8,2.8,6.9,56.5,130.7,74.19999999999999,0.568,56.099999999999994,127.5,0.4000000000000057,3.1999999999999886
1995-12-23,51,1.7,1.7,6.7,9.0,4.9,12.1,23.1,32.6,2.8,17.5,7.0,22.5,1.4,12.7,9.5,12.3,3.3,7.2,60.8,130.7,69.89999999999999,0.535,60.4,127.60000000000001,0.3999999999999986,3.09999999999998
1995-12-30,52,1.4,1.5,6.2,8.1,4.1,10.4,18.3,26.7,1.4,9.0,5.7,19.8,0.9,12.4,8.3,10.4,2.6,7.0,49.4,107.1,57.699999999999996,0.539,48.9,105.30000000000001,0.5,1.799999999999983
1996-01-06,1,1.4,1.5,6.9,9.1,5.2,12.3,19.8,28.3,2.4,14.5,5.1,19.5,1.4,12.6,9.1,11.2,2.4,6.1,54.6,118.0,63.4,0.537,53.699999999999996,115.1,0.9000000000000057,2.9000000000000057
1996-01-13,2,1.8,1.8,6.2,8.2,4.9,12.0,21.6,32.3,3.1,20.9,7.5,25.8,1.6,14.6,10.7,13.7,3.3,7.54,61.8,140.6,78.8,0.56,60.7,136.83999999999997,1.0999999999999943,3.7600000000000193
1996-01-20,3,2.0,2.0,7.5,9.8,5.7,13.8,23.7,34.4,2.9,22.7,7.4,24.5,1.2,12.6,9.6,11.9,3.0,7.0,63.8,142.3,78.50000000000001,0.552,63.0,138.7,0.7999999999999972,3.6000000000000227
1996-01-27,4,1.9,1.9,9.0,12.0,6.1,13.9,22.4,32.8,2.7,17.4,6.3,22.4,1.3,11.6,9.4,11.0,2.9,5.9,63.2,133.1,69.89999999999999,0.525,61.99999999999999,128.9,1.20000000000001,4.199999999999989
1996-02-03,5,1.8,1.8,7.9,10.5,4.9,11.9,18.2,27.3,2.9,18.2,6.5,22.0,1.6,11.1,9.5,10.7,3.0,5.6,56.8,122.6,65.8,0.537,56.3,119.1,0.5,3.5
1996-02-10,6,1.6,1.7,7.1,9.5,4.8,10.0,20.9,30.5,2.6,15.6,6.7,22.9,2.1,11.0,9.8,11.2,3.1,5.6,59.3,120.2,60.900000000000006,0.507,58.70000000000001,117.99999999999999,0.5999999999999872,2.200000000000017
1996-02-17,7,1.8,1.8,8.1,10.8,6.2,14.5,25.0,36.3,3.0,22.6,6.8,25.1,2.0,13.4,10.6,12.0,3.5,7.1,67.7,147.6,79.89999999999999,0.541,67.0,143.6,0.7000000000000028,4.0
1996-02-24,8,1.7,1.7,7.0,9.3,5.4,13.8,22.3,31.4,2.7,21.7,6.7,23.5,1.7,12.1,9.7,11.1,3.3,6.6,61.4,134.9,73.5,0.545,60.5,131.2,0.8999999999999986,3.700000000000017
1996-03-02,9,1.6,1.8,7.4,9.8,9.5,16.1,21.5,30.6,1.8,19.1,6.2,21.1,1.9,11.4,10.5,11.4,3.8,6.7,64.1,127.8,63.7,0.498,64.2,128.0,-0.10000000000000853,-0.20000000000000284
1996-03-09,10,1.6,1.6,6.6,8.6,6.2,14.8,19.5,28.7,2.6,16.9,5.9,20.5,1.8,11.5,7.7,10.8,3.8,6.8,55.7,120.2,64.5,0.537,55.699999999999996,120.19999999999999,7.105427357601002e-15,1.4210854715202004e-14
1996-03-16,11,1.7,1.7,6.9,9.0,6.3,14.7,21.3,29.0,2.5,18.9,5.7,20.7,1.8,11.1,9.9,11.1,3.6,6.6,59.7,122.9,63.2,0.514,59.7,122.79999999999998,0.0,0.10000000000002274
1996-03-23,12,1.6,1.7,7.1,9.4,6.4,16.6,22.2,30.3,2.0,22.1,4.7,21.7,1.6,11.6,9.6,10.9,3.2,6.4,58.4,130.6,72.19999999999999,0.553,58.400000000000006,130.7,-7.105427357601002e-15,-0.09999999999999432
1996-03-30,13,1.6,1.7,7.0,9.3,6.6,16.3,20.4,27.2,2.3,21.5,4.4,19.2,1.5,10.5,9.1,11.3,3.2,7.0,55.9,124.0,68.1,0.549,56.099999999999994,124.0,-0.19999999999999574,0.0
1996-04-06,14,1.6,1.6,8.2,8.7,5.9,15.5,21.5,29.1,2.4,21.4,4.6,19.3,1.5,10.3,8.2,10.1,3.3,6.9,57.1,122.9,65.80000000000001,0.535,57.2,122.89999999999999,-0.10000000000000142,1.4210854715202004e-14
1996-04-13,15,1.6,1.6,6.7,8.9,6.3,16.2,20.7,28.6,2.1,20.6,4.3,21.0,1.7,10.7,8.5,10.4,3.0,7.1,55.4,125.6,70.19999999999999,0.559,54.9,125.10000000000001,0.5,0.4999999999999858
1996-04-20,16,1.5,1.7,7.0,9.3,6.1,16.7,21.8,30.4,2.1,25.8,5.3,23.1,5.2,11.2,8.7,11.5,3.1,6.7,60.6,136.4,75.80000000000001,0.556,60.800000000000004,136.39999999999998,-0.20000000000000284,2.842170943040401e-14
1996-04-27,17,1.7,1.7,6.0,8.0,6.3,16.8,21.4,30.4,1.9,26.5,5.1,23.2,1.6,11.1,8.0,11.0,2.9,6.7,54.8,135.4,80.60000000000001,0.595,54.9,135.39999999999998,-0.10000000000000142,2.842170943040401e-14
1996-05-04,18,1.6,1.7,6.3,8.4,5.4,16.4,20.2,27.9,1.5,25.3,4.9,22.2,1.4,11.2,8.2,10.6,2.6,6.5,52.0,130.1,78.1,0.6,52.1,130.2,-0.10000000000000142,-0.09999999999999432
1996-05-11,19,1.7,1.7,5.9,7.8,6.1,16.3,19.7,26.6,1.7,23.7,4.3,21.2,1.1,10.9,7.4,10.5,2.9,6.5,50.6,125.2,74.6,0.596,50.8,125.20000000000002,-0.19999999999999574,-1.4210854715202004e-14
1996-05-18,20,1.6,1.7,6.3,8.4,5.9,17.6,21.6,29.8,1.6,25.2,8.0,23.9,3.7,10.6,7.8,11.4,2.8,6.7,59.2,135.2,75.99999999999999,0.562,59.300000000000004,135.29999999999998,-0.10000000000000142,-0.09999999999999432
1996-05-25,21,1.7,1.7,5.9,7.9,5.3,17.1,20.4,28.3,1.2,27.1,6.2,25.8,1.3,10.7,8.9,12.3,2.9,6.6,54.0,138.1,84.1,0.609,53.8,137.5,0.20000000000000284,0.5999999999999943
