week_ending,region,year,month,season,decade,total_beef_dairy,mean_daytime_hours_above_30,mean_daytime_hours_above_35,mean_nighttime_hours_above_21,mean_vpd_mean,mean_vpd_max,heat_vpd_product,heat_vpd_recovery_compound,extreme_stress_compound,weighted_compound_index,threshold_score,pca_compound_index,stress_category
1986-10-18,6,1986,10,Fall,1980,25.7,0.022883295194722222,0.0,14.450800915331945,0.5663387179374695,1.1826461553573608,0.01295969606276364,0.031687494835384494,0.0,0.08631983814502209,0,-1.271753131410687,Moderate
1986-10-25,6,1986,10,Fall,1980,28.1,0.034324942791944445,0.0,13.382151029748334,0.4424477517604828,0.9787847399711609,0.015186993767603008,0.03551045819619402,0.0,0.07071584108034118,0,-1.4948020729427651,Moderate
1986-11-01,6,1986,11,Fall,1980,25.3,0.03661327231138889,0.0,16.320366132723333,0.55968177318573,1.2545325756072998,0.020491781169370123,0.053935118308946706,0.0,0.09113767426197508,1,-1.2077076317019435,Moderate
1986-11-08,6,1986,11,Fall,1980,24.0,0.19679633867277777,0.0,9.556064073226667,0.2886165678501129,0.6580802798271179,0.05679868383320556,0.11107587003171115,0.0,0.045839482704307516,0,-1.842681275913215,Minimal
1986-11-15,6,1986,11,Fall,1980,28.3,0.0526315789475,0.0,4.411899313501389,0.2799249291419983,0.5409140586853027,0.014732891007510426,0.02123289417970303,0.0,0.02863909820705787,0,-2.003098904555131,Minimal
1986-11-22,6,1986,11,Fall,1980,18.4,0.1922196796338889,0.0,9.578947368421112,0.3070847988128662,0.719937264919281,0.05902774164824637,0.11557010470077744,0.0,0.047743555383065114,0,-1.795468583259819,Minimal
1986-11-29,6,1986,11,Fall,1980,22.8,0.009153318078055556,0.0,1.8375286041191667,0.2575817406177521,0.5508602857589722,0.002357727602973487,0.002790966794091997,0.0,0.018508590034955467,0,-2.0609368739149816,Minimal
1986-12-06,6,1986,12,Winter,1980,23.4,0.0,0.0,0.6041189931352777,0.2626152038574219,0.5777688026428223,0.0,0.0,0.0,0.015394706126018558,0,-2.0639959694885492,Minimal
1986-12-13,6,1986,12,Winter,1980,21.1,0.0,0.0,1.4508009153319446,0.16093569993972778,0.350946843624115,0.0,0.0,0.0,0.007413479995849668,0,-2.249461125293904,Minimal
1986-12-20,6,1986,12,Winter,1980,11.1,0.0,0.0,0.27917620137305554,0.1385604441165924,0.31691625714302063,0.0,0.0,0.0,0.0017737764801262698,0,-2.3048205215363833,Minimal
1986-12-27,6,1986,12,Winter,1980,12.6,0.0,0.0,0.03661327231138889,0.14701232314109802,0.3613777458667755,0.0,0.0,0.0,0.0019447929400329403,0,-2.278970932714499,Minimal
1987-01-03,6,1987,1,Winter,1980,20.0,0.0,0.0,0.01601830663638889,0.2039591670036316,0.4720132052898407,0.0,0.0,0.0,0.007711958604224312,0,-2.176012724525935,Minimal
1987-01-10,6,1987,1,Winter,1980,20.3,0.0,0.0,0.313501144165,0.19624723494052887,0.45162835717201233,0.0,0.0,0.0,0.00777370130681849,0,-2.187816388738745,Minimal
1987-01-17,6,1987,1,Winter,1980,14.4,0.0,0.0,0.23798627002305556,0.18971791863441467,0.39234834909439087,0.0,0.0,0.0,0.006889752468045256,0,-2.2251767371948517,Minimal
1987-01-24,6,1987,1,Winter,1980,18.8,0.0,0.0,0.10755148741444444,0.17747019231319427,0.36457088589668274,0.0,0.0,0.0,0.005263712722082795,0,-2.2516583989097847,Minimal
1987-01-31,6,1987,1,Winter,1980,20.8,0.0,0.0,2.329519450801111,0.32273098826408386,0.7018644213676453,0.0,0.0,0.0,0.02647919286471997,0,-1.9221577689779032,Minimal
1987-02-07,6,1987,2,Winter,1980,16.5,0.0,0.0,2.247139588100833,0.288644403219223,0.6625146865844727,0.0,0.0,0.0,0.02275630966711446,0,-1.9713918936976447,Minimal
1987-02-14,6,1987,2,Winter,1980,15.4,0.0022883295197222223,0.0,3.8009153318080555,0.3571791648864746,0.8114697933197021,0.0008173436268394509,0.001128009019100418,0.0,0.03423671141446468,0,-1.8126433944804816,Minimal
1987-02-21,6,1987,2,Winter,1980,13.3,0.0,0.0,0.36384439359277776,0.21534834802150726,0.4282958507537842,0.0,0.0,0.0,0.00987184863688343,0,-2.183773414151085,Minimal
1987-02-28,6,1987,2,Winter,1980,19.6,0.0022883295197222223,0.0,1.151029748283889,0.21748466789722443,0.4904300272464752,0.0004976765856362026,0.000554960641145365,0.0,0.012366963928058108,0,-2.1364043157211037,Minimal
1987-03-07,6,1987,3,Spring,1980,21.9,0.0,0.0,2.370709382151111,0.5174328088760376,1.091200828552246,0.0,0.0,0.0,0.04651634995937953,0,-1.5625057608084107,Minimal
1987-03-14,6,1987,3,Spring,1980,16.8,0.0,0.0,3.4874141876430556,0.4028855860233307,0.8511396646499634,0.0,0.0,0.0,0.037990864619725624,0,-1.7606577465841398,Minimal
1987-03-21,6,1987,3,Spring,1980,18.0,0.054919908466944445,0.0,10.549199084668333,0.5271344184875488,1.0746639966964722,0.02895017401311217,0.05949028893312335,0.0,0.07150692782534351,0,-1.4236263416112325,Moderate
1987-03-28,6,1987,3,Spring,1980,19.7,0.018306636155833333,0.0,6.425629290618056,0.4835323691368103,0.9224381446838379,0.00885185115135568,0.014539722554789903,0.0,0.05484735813552591,0,-1.6086647853919285,Minimal
1987-04-04,6,1987,4,Spring,1980,19.9,0.0,0.0,2.874141876430278,0.4855796694755554,0.8890888094902039,0.0,0.0,0.0,0.04469724276950643,0,-1.6848043711826528,Minimal
1987-04-11,6,1987,4,Spring,1980,21.9,0.41418764302083333,0.004576659039166667,10.739130434782778,0.6680757999420166,1.284163475036621,0.2767087409372416,0.5738698670741972,0.008837285836920599,0.09045699513939218,0,-1.1826470827576043,Moderate
1987-04-18,6,1987,4,Spring,1980,22.3,4.254004576659167,0.4439359267736111,26.62471395881028,1.048534870147705,1.9613571166992188,4.460472136395063,16.336351611671255,2.380025913756801,0.2174287255767593,1,-0.04797006424174211,Moderate
1987-04-25,6,1987,4,Spring,1980,22.8,1.9016018306638889,0.06636155606416666,29.855835240274722,0.9508759379386902,1.7179335355758667,1.8081874243184557,7.206682006717309,0.306273610650412,0.19056773842254116,1,-0.33940114774595437,Moderate
1987-05-02,6,1987,5,Spring,1980,21.8,3.897025171624722,0.02745995423361111,37.297482837528335,1.2036195993423462,2.149502754211426,4.690535875697986,22.185054007963643,0.20770943988504453,0.259854250792328,1,0.2925852462610598,Moderate
1987-05-09,6,1987,5,Spring,1980,21.0,0.7826086956522222,0.054919908466944445,35.74599542334084,0.8973994255065918,1.6044044494628906,0.7023125938747674,3.212798870514974,0.2694828852907493,0.18952109042721757,1,-0.3907070536575667,Moderate
1987-05-16,6,1987,5,Spring,1980,24.9,2.8512585812358333,0.0320366132725,47.84439359267722,1.0504106283187866,1.8508131504058838,2.9949923178152638,17.324351443875074,0.23812492658882156,0.2627341922340423,1,0.14791265531905634,Moderate
1987-05-23,6,1987,5,Spring,1980,19.8,7.899313501144166,0.17620137299777777,52.508009153318056,1.0422815084457397,1.870501160621643,8.233308391658339,51.464771630786984,1.4409722145811645,0.33126914563868914,1,0.45782081890634846,Moderate
1987-05-30,6,1987,5,Spring,1980,17.4,2.324942791762222,0.01601830663638889,49.89244851258555,0.8488218784332275,1.5115365982055664,1.9734623077534015,11.819548965864886,0.09827849193090281,0.24212544678664327,1,-0.1799877942939191,Moderate
1987-06-06,6,1987,6,Summer,1980,18.3,2.7597254004577776,0.006864988558611111,49.91075514874139,0.9692276120185852,1.6922158002853394,2.6748020597127256,16.024941127079824,0.04848054849368255,0.2593219302604697,1,0.028265600752562636,Moderate
1987-06-13,6,1987,6,Summer,1980,18.0,6.075514874141945,0.06636155606416666,57.201372997711665,0.9491825699806213,1.6429941654205322,5.766772822193542,38.753505141729455,0.5097042485205835,0.3149234617155604,1,0.2547840683122668,Moderate
1987-06-20,6,1987,6,Summer,1980,22.2,20.441647597254168,2.8100686498858334,66.89016018306611,1.5062549114227295,2.578774929046631,30.790332090936726,236.7473566561926,49.6744141819457,0.5590773014672273,2,2.259155496530195,Moderate
1987-06-27,6,1987,6,Summer,1980,18.4,18.565217391304444,1.9153318077805555,65.03432494279167,1.4102215766906738,2.3930869102478027,26.18107014117047,196.44789243226055,30.30495844972592,0.523118141219129,1,1.8762228670638519,Moderate
1987-07-04,6,1987,7,Summer,1980,17.0,17.67276887871861,3.4691075514875,64.1762013729975,1.4534343481063843,2.4864706993103027,25.686209314475178,190.53054346194747,54.22629732888818,0.5151795440414852,1,2.0800211384995717,Moderate
1987-07-11,6,1987,7,Summer,1980,21.6,19.585812356979446,3.4736842105263888,67.3844393592675,1.565906286239624,2.637035846710205,30.66954669090382,237.33456760784702,64.75884185939525,0.5570944084885017,1,2.3833816958413596,Moderate
1987-07-18,6,1987,7,Summer,1980,22.2,17.95881006865,2.292906178489722,63.63157894736833,1.4146982431411743,2.4063572883605957,25.406297053025185,187.07057672201154,35.191120193261334,0.5128339369344536,1,1.8795963144692862,Moderate
1987-07-25,6,1987,7,Summer,1980,20.2,23.235697940503613,2.7574370709383333,67.228832951945,1.5741788148880005,2.6177940368652344,36.57714344707753,282.48101011336803,50.77823930437367,0.5980068917517999,2,2.4511167163893286,Moderate
1987-08-01,6,1987,8,Summer,1980,19.1,27.79633867276889,10.114416475972778,66.89702517162445,1.9017596244812012,3.131521463394165,52.86195459627725,406.49270532112007,224.48330033563965,0.6811916990997973,3,3.9834972612880897,High
1987-08-08,6,1987,8,Summer,1980,20.2,30.95423340961111,14.398169336384445,67.46681922196778,2.072514057159424,3.4252378940582275,64.1530838700129,496.9735350690027,366.854179544204,0.7353409394929136,4,4.890791749578064,High
1987-08-15,6,1987,8,Summer,1980,21.2,26.176201372997777,9.144164759725555,65.85583524027444,1.6899895668029785,2.8779847621917725,44.23750721890004,335.5673059037333,186.83097814404746,0.638566213140934,3,3.4883785760198704,High
1987-08-22,6,1987,8,Summer,1980,21.9,30.830663615560834,13.512585812357223,66.7025171624714,2.1312246322631836,3.6205859184265137,65.70706972650355,503.9897643392843,359.6379415334826,0.7377901913529735,4,4.923326773135259,High
1987-08-29,6,1987,8,Summer,1980,19.7,16.54691075514889,4.8237986270025,56.84439359267722,1.3480099439620972,2.347140312194824,22.30540023979408,149.09909528709923,65.4455514324212,0.47093049860503067,1,1.902723618389684,Moderate
1987-09-05,6,1987,9,Fall,1980,16.1,13.558352402746111,1.588100686498889,57.19221967963361,1.497393250465393,2.613442897796631,20.30218537530327,136.4148899714022,21.388385254421703,0.4540372789332593,1,1.6827300597502814,Moderate
1987-09-12,6,1987,9,Fall,1980,20.0,14.711670480549444,2.215102974828611,59.55835240274583,1.330612063407898,2.4427101612091064,19.575526214300957,136.1641350883535,30.360218177799702,0.45654196043871337,1,1.6176572244742708,Moderate
1987-09-19,6,1987,9,Fall,1980,20.1,11.027459954233612,1.2334096109841666,54.48283752860389,1.0386813879013062,2.0508501529693604,11.454017410289442,73.85875437174944,13.212640959484792,0.37126855708831175,1,0.8305188235997893,Moderate
1987-09-26,6,1987,9,Fall,1980,20.7,4.409610983981945,0.0,40.94508009153306,1.1996713876724243,2.2332515716552734,5.290084128249184,26.950375960460253,0.0,0.27557088831100174,1,0.41273734208230217,Moderate
1987-10-03,6,1987,10,Fall,1980,21.1,3.343249427917778,0.0,40.29519450800889,1.0764625072479248,2.0423424243927,3.5988826615315612,18.100650347323057,0.0,0.24927138484909556,1,0.15877832380287954,Moderate
1987-10-10,6,1987,10,Fall,1980,22.4,2.6750572082380555,0.0,31.06864988558361,1.1979752779006958,2.2676808834075928,3.204652402439244,13.161074752077171,0.0,0.2279008936428613,1,0.1905841713308303,Moderate
