date,roni,roni_lag4,roni_lag8,roni_lag12,roni_lag16,roni_rolling4,roni_rolling8,is_el_nino,is_la_nina,roni_x_summer
2016-05-28,-0.1,0.5,0.5,1.3,1.8,-0.1,0.2,0,0,-0.0
2016-06-04,-0.6,-0.1,0.5,1.3,1.8,-0.22499999999999978,0.0625,0,1,-0.6
2016-06-11,-0.6,-0.1,0.5,1.3,1.8,-0.34999999999999976,-0.075,0,1,-0.6
2016-06-18,-0.6,-0.1,0.5,1.3,1.8,-0.47499999999999976,-0.21250000000000002,0,1,-0.6
2016-06-25,-0.6,-0.1,0.5,0.5,1.3,-0.6,-0.35,0,1,-0.6
2016-07-02,-0.9,-0.6,-0.1,0.5,1.3,-0.6749999999999998,-0.45,0,1,-0.9
2016-07-09,-0.9,-0.6,-0.1,0.5,1.3,-0.7499999999999998,-0.55,0,1,-0.9
2016-07-16,-0.9,-0.6,-0.1,0.5,1.3,-0.8249999999999998,-0.65,0,1,-0.9
2016-07-23,-0.9,-0.6,-0.1,0.5,0.5,-0.9,-0.75,0,1,-0.9
2016-07-30,-0.9,-0.9,-0.6,-0.1,0.5,-0.9,-0.7875,0,1,-0.9
2016-08-06,-1.0,-0.9,-0.6,-0.1,0.5,-0.9249999999999998,-0.8374999999999999,0,1,-1.0
2016-08-13,-1.0,-0.9,-0.6,-0.1,0.5,-0.9499999999999997,-0.8875,0,1,-1.0
2016-08-20,-1.0,-0.9,-0.6,-0.1,0.5,-0.9749999999999999,-0.9375,0,1,-1.0
2016-08-27,-1.0,-0.9,-0.9,-0.6,-0.1,-1.0,-0.95,0,1,-1.0
2016-09-03,-1.1,-1.0,-0.9,-0.6,-0.1,-1.0249999999999997,-0.975,0,1,-0.0
2016-09-10,-1.1,-1.0,-0.9,-0.6,-0.1,-1.0499999999999998,-1.0,0,1,-0.0
2016-09-17,-1.1,-1.0,-0.9,-0.6,-0.1,-1.0749999999999997,-1.025,0,1,-0.0
2016-09-24,-1.1,-1.0,-0.9,-0.9,-0.6,-1.1,-1.05,0,1,-0.0
2016-10-01,-1.1,-1.1,-1.0,-0.9,-0.6,-1.1,-1.0625,0,1,-0.0
2016-10-08,-1.1,-1.1,-1.0,-0.9,-0.6,-1.1,-1.0750000000000002,0,1,-0.0
2016-10-15,-1.1,-1.1,-1.0,-0.9,-0.6,-1.1,-1.0875000000000001,0,1,-0.0
2016-10-22,-1.1,-1.1,-1.0,-0.9,-0.9,-1.1,-1.1,0,1,-0.0
2016-10-29,-1.1,-1.1,-1.1,-1.0,-0.9,-1.1,-1.1,0,1,-0.0
2016-11-05,-1.1,-1.1,-1.1,-1.0,-0.9,-1.1,-1.1,0,1,-0.0
2016-11-12,-1.1,-1.1,-1.1,-1.0,-0.9,-1.1,-1.1,0,1,-0.0
2016-11-19,-1.1,-1.1,-1.1,-1.0,-0.9,-1.1,-1.1,0,1,-0.0
2016-11-26,-1.1,-1.1,-1.1,-1.1,-1.0,-1.1,-1.1,0,1,-0.0
2016-12-03,-1.0,-1.1,-1.1,-1.1,-1.0,-1.0749999999999997,-1.0875000000000001,0,1,-0.0
2016-12-10,-1.0,-1.1,-1.1,-1.1,-1.0,-1.0499999999999998,-1.0750000000000002,0,1,-0.0
2016-12-17,-1.0,-1.1,-1.1,-1.1,-1.0,-1.0249999999999997,-1.0625,0,1,-0.0
2016-12-24,-1.0,-1.1,-1.1,-1.1,-1.1,-1.0,-1.05,0,1,-0.0
2016-12-31,-1.0,-1.0,-1.1,-1.1,-1.1,-1.0,-1.0375,0,1,-0.0
2017-01-07,-0.7,-1.0,-1.1,-1.1,-1.1,-0.9249999999999998,-0.9875,0,1,-0.0
2017-01-14,-0.7,-1.0,-1.1,-1.1,-1.1,-0.8499999999999999,-0.9375,0,1,-0.0
2017-01-21,-0.7,-1.0,-1.1,-1.1,-1.1,-0.7749999999999998,-0.8875,0,1,-0.0
2017-01-28,-0.7,-1.0,-1.0,-1.1,-1.1,-0.7,-0.85,0,1,-0.0
2017-02-04,-0.5,-0.7,-1.0,-1.1,-1.1,-0.6499999999999997,-0.7875,0,1,-0.0
2017-02-11,-0.5,-0.7,-1.0,-1.1,-1.1,-0.5999999999999998,-0.725,0,1,-0.0
2017-02-18,-0.5,-0.7,-1.0,-1.1,-1.1,-0.5499999999999998,-0.6625,0,1,-0.0
2017-02-25,-0.5,-0.7,-1.0,-1.0,-1.1,-0.5,-0.6,0,1,-0.0
2017-03-04,-0.3,-0.5,-0.7,-1.0,-1.1,-0.4499999999999998,-0.5499999999999999,0,0,-0.0
2017-03-11,-0.3,-0.5,-0.7,-1.0,-1.1,-0.3999999999999998,-0.5,0,0,-0.0
2017-03-18,-0.3,-0.5,-0.7,-1.0,-1.1,-0.34999999999999976,-0.44999999999999996,0,0,-0.0
2017-03-25,-0.3,-0.5,-0.7,-1.0,-1.0,-0.3,-0.4,0,0,-0.0
2017-04-01,-0.1,-0.3,-0.5,-0.7,-1.0,-0.24999999999999975,-0.35,0,0,-0.0
2017-04-08,-0.1,-0.3,-0.5,-0.7,-1.0,-0.1999999999999998,-0.3,0,0,-0.0
2017-04-15,-0.1,-0.3,-0.5,-0.7,-1.0,-0.14999999999999977,-0.25,0,0,-0.0
2017-04-22,-0.1,-0.3,-0.5,-0.7,-1.0,-0.1,-0.2,0,0,-0.0
2017-04-29,-0.1,-0.1,-0.3,-0.5,-0.7,-0.1,-0.175,0,0,-0.0
2017-05-06,0.1,-0.1,-0.3,-0.5,-0.7,-0.04999999999999978,-0.125,0,0,0.0
2017-05-13,0.1,-0.1,-0.3,-0.5,-0.7,2.220446049250313e-16,-0.07500000000000001,0,0,0.0
2017-05-20,0.1,-0.1,-0.3,-0.5,-0.7,0.050000000000000225,-0.025,0,0,0.0
2017-05-27,0.1,-0.1,-0.1,-0.3,-0.5,0.1,0.0,0,0,0.0
2017-06-03,0.1,0.1,-0.1,-0.3,-0.5,0.1,0.025,0,0,0.1
2017-06-10,0.1,0.1,-0.1,-0.3,-0.5,0.1,0.05,0,0,0.1
2017-06-17,0.1,0.1,-0.1,-0.3,-0.5,0.1,0.07500000000000001,0,0,0.1
2017-06-24,0.1,0.1,-0.1,-0.1,-0.3,0.1,0.1,0,0,0.1
2017-07-01,-0.2,0.1,0.1,-0.1,-0.3,0.025000000000000223,0.0625,0,0,-0.2
2017-07-08,-0.2,0.1,0.1,-0.1,-0.3,-0.04999999999999978,0.025000000000000005,0,0,-0.2
2017-07-15,-0.2,0.1,0.1,-0.1,-0.3,-0.12499999999999979,-0.0125,0,0,-0.2
2017-07-22,-0.2,0.1,0.1,-0.1,-0.1,-0.2,-0.05,0,0,-0.2
2017-07-29,-0.2,-0.2,0.1,0.1,-0.1,-0.2,-0.0875,0,0,-0.2
2017-08-05,-0.5,-0.2,0.1,0.1,-0.1,-0.2749999999999998,-0.1625,0,1,-0.5
2017-08-12,-0.5,-0.2,0.1,0.1,-0.1,-0.34999999999999976,-0.2375,0,1,-0.5
2017-08-19,-0.5,-0.2,0.1,0.1,-0.1,-0.4249999999999998,-0.3125,0,1,-0.5
2017-08-26,-0.5,-0.2,-0.2,0.1,0.1,-0.5,-0.35,0,1,-0.5
2017-09-02,-0.7,-0.5,-0.2,0.1,0.1,-0.5499999999999997,-0.4125,0,1,-0.0
2017-09-09,-0.7,-0.5,-0.2,0.1,0.1,-0.5999999999999998,-0.475,0,1,-0.0
2017-09-16,-0.7,-0.5,-0.2,0.1,0.1,-0.6499999999999997,-0.5375,0,1,-0.0
2017-09-23,-0.7,-0.5,-0.2,-0.2,0.1,-0.7,-0.5999999999999999,0,1,-0.0
2017-09-30,-0.7,-0.7,-0.5,-0.2,0.1,-0.7,-0.6249999999999999,0,1,-0.0
2017-10-07,-1.0,-0.7,-0.5,-0.2,0.1,-0.7749999999999997,-0.6874999999999999,0,1,-0.0
2017-10-14,-1.0,-0.7,-0.5,-0.2,0.1,-0.8499999999999998,-0.7499999999999999,0,1,-0.0
2017-10-21,-1.0,-0.7,-0.5,-0.2,-0.2,-0.9249999999999997,-0.8124999999999999,0,1,-0.0
2017-10-28,-1.0,-0.7,-0.7,-0.5,-0.2,-1.0,-0.85,0,1,-0.0
2017-11-04,-1.1,-1.0,-0.7,-0.5,-0.2,-1.025,-0.9,0,1,-0.0
2017-11-11,-1.1,-1.0,-0.7,-0.5,-0.2,-1.0499999999999998,-0.95,0,1,-0.0
2017-11-18,-1.1,-1.0,-0.7,-0.5,-0.2,-1.0749999999999997,-1.0,0,1,-0.0
2017-11-25,-1.1,-1.0,-0.7,-0.7,-0.5,-1.1,-1.05,0,1,-0.0
2017-12-02,-1.3,-1.1,-1.0,-0.7,-0.5,-1.15,-1.0875000000000001,0,1,-0.0
2017-12-09,-1.3,-1.1,-1.0,-0.7,-0.5,-1.1999999999999997,-1.125,0,1,-0.0
2017-12-16,-1.3,-1.1,-1.0,-0.7,-0.5,-1.2499999999999998,-1.1625,0,1,-0.0
2017-12-23,-1.3,-1.1,-1.0,-0.7,-0.7,-1.3,-1.2000000000000002,0,1,-0.0
2017-12-30,-1.3,-1.3,-1.1,-1.0,-0.7,-1.3,-1.225,0,1,-0.0
2018-01-06,-1.1,-1.3,-1.1,-1.0,-0.7,-1.2499999999999998,-1.225,0,1,-0.0
2018-01-13,-1.1,-1.3,-1.1,-1.0,-0.7,-1.2,-1.225,0,1,-0.0
2018-01-20,-1.1,-1.3,-1.1,-1.0,-0.7,-1.15,-1.225,0,1,-0.0
2018-01-27,-1.1,-1.3,-1.3,-1.1,-1.0,-1.1,-1.2,0,1,-0.0
2018-02-03,-1.0,-1.1,-1.3,-1.1,-1.0,-1.0749999999999997,-1.1625,0,1,-0.0
2018-02-10,-1.0,-1.1,-1.3,-1.1,-1.0,-1.0499999999999998,-1.125,0,1,-0.0
2018-02-17,-1.0,-1.1,-1.3,-1.1,-1.0,-1.0249999999999997,-1.0875000000000001,0,1,-0.0
2018-02-24,-1.0,-1.1,-1.3,-1.3,-1.1,-1.0,-1.05,0,1,-0.0
2018-03-03,-0.9,-1.0,-1.1,-1.3,-1.1,-0.9749999999999999,-1.0250000000000001,0,1,-0.0
2018-03-10,-0.9,-1.0,-1.1,-1.3,-1.1,-0.9499999999999998,-1.0,0,1,-0.0
2018-03-17,-0.9,-1.0,-1.1,-1.3,-1.1,-0.9249999999999997,-0.975,0,1,-0.0
2018-03-24,-0.9,-1.0,-1.1,-1.3,-1.3,-0.9,-0.95,0,1,-0.0
2018-03-31,-0.9,-0.9,-1.0,-1.1,-1.3,-0.9,-0.9375,0,1,-0.0
2018-04-07,-0.7,-0.9,-1.0,-1.1,-1.3,-0.8499999999999998,-0.8999999999999999,0,1,-0.0
2018-04-14,-0.7,-0.9,-1.0,-1.1,-1.3,-0.7999999999999998,-0.8624999999999999,0,1,-0.0
2018-04-21,-0.7,-0.9,-1.0,-1.1,-1.3,-0.7499999999999997,-0.8250000000000001,0,1,-0.0
2018-04-28,-0.7,-0.9,-0.9,-1.0,-1.1,-0.7,-0.8,0,1,-0.0
2018-05-05,-0.3,-0.7,-0.9,-1.0,-1.1,-0.5999999999999998,-0.725,0,0,-0.0
2018-05-12,-0.3,-0.7,-0.9,-1.0,-1.1,-0.4999999999999997,-0.65,0,0,-0.0
2018-05-19,-0.3,-0.7,-0.9,-1.0,-1.1,-0.39999999999999974,-0.575,0,0,-0.0
2018-05-26,-0.3,-0.7,-0.9,-0.9,-1.0,-0.3,-0.5,0,0,-0.0
2018-06-02,0.0,-0.3,-0.7,-0.9,-1.0,-0.22499999999999976,-0.4125,0,0,0.0
2018-06-09,0.0,-0.3,-0.7,-0.9,-1.0,-0.14999999999999977,-0.325,0,0,0.0
2018-06-16,0.0,-0.3,-0.7,-0.9,-1.0,-0.07499999999999978,-0.2375,0,0,0.0
2018-06-23,0.0,-0.3,-0.7,-0.9,-0.9,0.0,-0.15000000000000002,0,0,0.0
2018-06-30,0.0,0.0,-0.3,-0.7,-0.9,0.0,-0.1125,0,0,0.0
2018-07-07,0.1,0.0,-0.3,-0.7,-0.9,0.025000000000000223,-0.0625,0,0,0.1
2018-07-14,0.1,0.0,-0.3,-0.7,-0.9,0.050000000000000225,-0.012499999999999997,0,0,0.1
2018-07-21,0.1,0.0,-0.3,-0.7,-0.9,0.07500000000000023,0.037500000000000006,0,0,0.1
2018-07-28,0.1,0.0,0.0,-0.3,-0.7,0.1,0.05,0,0,0.1
2018-08-04,0.2,0.1,0.0,-0.3,-0.7,0.12500000000000022,0.07500000000000001,0,0,0.2
2018-08-11,0.2,0.1,0.0,-0.3,-0.7,0.15000000000000024,0.1,0,0,0.2
2018-08-18,0.2,0.1,0.0,-0.3,-0.7,0.17500000000000024,0.125,0,0,0.2
2018-08-25,0.2,0.1,0.0,0.0,-0.3,0.2,0.15000000000000002,0,0,0.2
2018-09-01,0.4,0.2,0.1,0.0,-0.3,0.2500000000000002,0.1875,0,0,0.0
2018-09-08,0.4,0.2,0.1,0.0,-0.3,0.30000000000000027,0.22500000000000003,0,0,0.0
2018-09-15,0.4,0.2,0.1,0.0,-0.3,0.3500000000000002,0.2625,0,0,0.0
2018-09-22,0.4,0.2,0.1,0.0,0.0,0.4,0.3,0,0,0.0
2018-09-29,0.4,0.4,0.2,0.1,0.0,0.4,0.32500000000000007,0,0,0.0
2018-10-06,0.7,0.4,0.2,0.1,0.0,0.4750000000000002,0.3875,1,0,0.0
2018-10-13,0.7,0.4,0.2,0.1,0.0,0.5500000000000003,0.44999999999999996,1,0,0.0
2018-10-20,0.7,0.4,0.2,0.1,0.0,0.6250000000000002,0.5125,1,0,0.0
2018-10-27,0.7,0.4,0.4,0.2,0.1,0.7,0.5499999999999999,1,0,0.0
2018-11-03,0.8,0.7,0.4,0.2,0.1,0.7250000000000001,0.6,1,0,0.0
2018-11-10,0.8,0.7,0.4,0.2,0.1,0.7500000000000002,0.65,1,0,0.0
2018-11-17,0.8,0.7,0.4,0.2,0.1,0.7750000000000001,0.7,1,0,0.0
2018-11-24,0.8,0.7,0.4,0.4,0.2,0.8,0.75,1,0,0.0
2018-12-01,0.7,0.8,0.7,0.4,0.2,0.7750000000000004,0.75,1,0,0.0
2018-12-08,0.7,0.8,0.7,0.4,0.2,0.7500000000000002,0.75,1,0,0.0
2018-12-15,0.7,0.8,0.7,0.4,0.2,0.7250000000000003,0.75,1,0,0.0
2018-12-22,0.7,0.8,0.7,0.4,0.4,0.7,0.75,1,0,0.0
2018-12-29,0.7,0.7,0.8,0.7,0.4,0.7,0.7375,1,0,0.0
2019-01-05,0.6,0.7,0.8,0.7,0.4,0.6750000000000002,0.7125,1,0,0.0
2019-01-12,0.6,0.7,0.8,0.7,0.4,0.6500000000000002,0.6875,1,0,0.0
2019-01-19,0.6,0.7,0.8,0.7,0.4,0.6250000000000002,0.6625,1,0,0.0
2019-01-26,0.6,0.7,0.7,0.8,0.7,0.6,0.6499999999999999,1,0,0.0
2019-02-02,0.6,0.6,0.7,0.8,0.7,0.6,0.6375,1,0,0.0
2019-02-09,0.6,0.6,0.7,0.8,0.7,0.6,0.625,1,0,0.0
2019-02-16,0.6,0.6,0.7,0.8,0.7,0.6,0.6124999999999999,1,0,0.0
2019-02-23,0.6,0.6,0.7,0.7,0.8,0.6,0.6,1,0,0.0
2019-03-02,0.6,0.6,0.6,0.7,0.8,0.6,0.6,1,0,0.0
2019-03-09,0.6,0.6,0.6,0.7,0.8,0.6,0.6,1,0,0.0
2019-03-16,0.6,0.6,0.6,0.7,0.8,0.6,0.6,1,0,0.0
2019-03-23,0.6,0.6,0.6,0.7,0.7,0.6,0.6,1,0,0.0
2019-03-30,0.6,0.6,0.6,0.6,0.7,0.6,0.6,1,0,0.0
2019-04-06,0.5,0.6,0.6,0.6,0.7,0.5750000000000002,0.5874999999999999,0,0,0.0
2019-04-13,0.5,0.6,0.6,0.6,0.7,0.5500000000000002,0.575,0,0,0.0
2019-04-20,0.5,0.6,0.6,0.6,0.7,0.5250000000000002,0.5625,0,0,0.0
2019-04-27,0.5,0.6,0.6,0.6,0.6,0.5,0.5499999999999999,0,0,0.0
2019-05-04,0.3,0.5,0.6,0.6,0.6,0.4500000000000002,0.5125000000000001,0,0,0.0
2019-05-11,0.3,0.5,0.6,0.6,0.6,0.4000000000000002,0.475,0,0,0.0
2019-05-18,0.3,0.5,0.6,0.6,0.6,0.35000000000000026,0.4375,0,0,0.0
2019-05-25,0.3,0.5,0.6,0.6,0.6,0.3,0.39999999999999997,0,0,0.0
2019-06-01,0.2,0.3,0.5,0.6,0.6,0.2750000000000002,0.3625,0,0,0.2
2019-06-08,0.2,0.3,0.5,0.6,0.6,0.2500000000000002,0.32499999999999996,0,0,0.2
2019-06-15,0.2,0.3,0.5,0.6,0.6,0.2250000000000002,0.2875,0,0,0.2
2019-06-22,0.2,0.3,0.5,0.6,0.6,0.2,0.25,0,0,0.2
2019-06-29,0.2,0.2,0.3,0.5,0.6,0.2,0.23750000000000002,0,0,0.2
2019-07-06,0.0,0.2,0.3,0.5,0.6,0.15000000000000024,0.2,0,0,0.0
2019-07-13,0.0,0.2,0.3,0.5,0.6,0.10000000000000023,0.1625,0,0,0.0
2019-07-20,0.0,0.2,0.3,0.5,0.6,0.050000000000000225,0.125,0,0,0.0
2019-07-27,0.0,0.2,0.2,0.3,0.5,0.0,0.1,0,0,0.0
2019-08-03,-0.1,0.0,0.2,0.3,0.5,-0.02499999999999978,0.0625,0,0,-0.1
2019-08-10,-0.1,0.0,0.2,0.3,0.5,-0.04999999999999978,0.025,0,0,-0.1
2019-08-17,-0.1,0.0,0.2,0.3,0.5,-0.07499999999999979,-0.0125,0,0,-0.1
2019-08-24,-0.1,0.0,0.2,0.2,0.3,-0.1,-0.05,0,0,-0.1
2019-08-31,-0.1,-0.1,0.0,0.2,0.3,-0.1,-0.0625,0,0,-0.1
2019-09-07,0.0,-0.1,0.0,0.2,0.3,-0.07499999999999979,-0.0625,0,0,0.0
2019-09-14,0.0,-0.1,0.0,0.2,0.3,-0.04999999999999978,-0.0625,0,0,0.0
2019-09-21,0.0,-0.1,0.0,0.2,0.2,-0.02499999999999978,-0.0625,0,0,0.0
2019-09-28,0.0,-0.1,-0.1,0.0,0.2,0.0,-0.05,0,0,0.0
2019-10-05,0.1,0.0,-0.1,0.0,0.2,0.025000000000000223,-0.025000000000000005,0,0,0.0
2019-10-12,0.1,0.0,-0.1,0.0,0.2,0.050000000000000225,0.0,0,0,0.0
2019-10-19,0.1,0.0,-0.1,0.0,0.2,0.07500000000000023,0.025,0,0,0.0
2019-10-26,0.1,0.0,-0.1,-0.1,0.0,0.1,0.05,0,0,0.0
2019-11-02,0.2,0.1,0.0,-0.1,0.0,0.12500000000000022,0.07500000000000001,0,0,0.0
2019-11-09,0.2,0.1,0.0,-0.1,0.0,0.15000000000000024,0.1,0,0,0.0
2019-11-16,0.2,0.1,0.0,-0.1,0.0,0.17500000000000024,0.125,0,0,0.0
2019-11-23,0.2,0.1,0.0,-0.1,-0.1,0.2,0.15000000000000002,0,0,0.0
2019-11-30,0.2,0.2,0.1,0.0,-0.1,0.2,0.1625,0,0,0.0
2019-12-07,0.2,0.2,0.1,0.0,-0.1,0.2,0.17500000000000002,0,0,0.0
2019-12-14,0.2,0.2,0.1,0.0,-0.1,0.2,0.1875,0,0,0.0
2019-12-21,0.2,0.2,0.1,0.0,-0.1,0.2,0.2,0,0,0.0
2019-12-28,0.2,0.2,0.2,0.1,0.0,0.2,0.2,0,0,0.0
2020-01-04,0.1,0.2,0.2,0.1,0.0,0.17500000000000024,0.1875,0,0,0.0
2020-01-11,0.1,0.2,0.2,0.1,0.0,0.15000000000000024,0.17500000000000002,0,0,0.0
2020-01-18,0.1,0.2,0.2,0.1,0.0,0.12500000000000022,0.1625,0,0,0.0
2020-01-25,0.1,0.2,0.2,0.2,0.1,0.1,0.15,0,0,0.0
2020-02-01,0.1,0.1,0.2,0.2,0.1,0.1,0.1375,0,0,0.0
2020-02-08,0.1,0.1,0.2,0.2,0.1,0.1,0.125,0,0,0.0
2020-02-15,0.1,0.1,0.2,0.2,0.1,0.1,0.11250000000000002,0,0,0.0
2020-02-22,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0,0,0.0
2020-02-29,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0,0,0.0
2020-03-07,0.0,0.1,0.1,0.2,0.2,0.07500000000000023,0.08750000000000001,0,0,0.0
2020-03-14,0.0,0.1,0.1,0.2,0.2,0.050000000000000225,0.07500000000000001,0,0,0.0
2020-03-21,0.0,0.1,0.1,0.2,0.2,0.025000000000000223,0.0625,0,0,0.0
2020-03-28,0.0,0.1,0.1,0.1,0.2,0.0,0.05,0,0,0.0
2020-04-04,-0.3,0.0,0.1,0.1,0.2,-0.07499999999999978,6.938893903907228e-18,0,0,-0.0
2020-04-11,-0.3,0.0,0.1,0.1,0.2,-0.14999999999999977,-0.049999999999999996,0,0,-0.0
2020-04-18,-0.3,0.0,0.1,0.1,0.2,-0.22499999999999976,-0.1,0,0,-0.0
2020-04-25,-0.3,0.0,0.1,0.1,0.1,-0.3,-0.15,0,0,-0.0
2020-05-02,-0.6,-0.3,0.0,0.1,0.1,-0.3749999999999998,-0.22499999999999998,0,1,-0.0
2020-05-09,-0.6,-0.3,0.0,0.1,0.1,-0.4499999999999998,-0.3,0,1,-0.0
2020-05-16,-0.6,-0.3,0.0,0.1,0.1,-0.5249999999999998,-0.375,0,1,-0.0
2020-05-23,-0.6,-0.3,0.0,0.1,0.1,-0.6,-0.44999999999999996,0,1,-0.0
2020-05-30,-0.6,-0.6,-0.3,0.0,0.1,-0.6,-0.4875,0,1,-0.0
2020-06-06,-0.8,-0.6,-0.3,0.0,0.1,-0.6499999999999998,-0.5499999999999999,0,1,-0.8
2020-06-13,-0.8,-0.6,-0.3,0.0,0.1,-0.6999999999999997,-0.6125,0,1,-0.8
2020-06-20,-0.8,-0.6,-0.3,0.0,0.1,-0.7499999999999999,-0.675,0,1,-0.8
2020-06-27,-0.8,-0.6,-0.6,-0.3,0.0,-0.8,-0.7,0,1,-0.8
2020-07-04,-0.8,-0.8,-0.6,-0.3,0.0,-0.8,-0.725,0,1,-0.8
2020-07-11,-0.8,-0.8,-0.6,-0.3,0.0,-0.8,-0.7500000000000001,0,1,-0.8
2020-07-18,-0.8,-0.8,-0.6,-0.3,0.0,-0.8,-0.775,0,1,-0.8
2020-07-25,-0.8,-0.8,-0.6,-0.6,-0.3,-0.8,-0.8,0,1,-0.8
2020-08-01,-0.9,-0.8,-0.8,-0.6,-0.3,-0.8249999999999997,-0.8125000000000001,0,1,-0.9
2020-08-08,-0.9,-0.8,-0.8,-0.6,-0.3,-0.8499999999999999,-0.825,0,1,-0.9
2020-08-15,-0.9,-0.8,-0.8,-0.6,-0.3,-0.8749999999999998,-0.8375,0,1,-0.9
2020-08-22,-0.9,-0.8,-0.8,-0.6,-0.6,-0.9,-0.8500000000000001,0,1,-0.9
2020-08-29,-0.9,-0.9,-0.8,-0.8,-0.6,-0.9,-0.8625,0,1,-0.9
2020-09-05,-1.2,-0.9,-0.8,-0.8,-0.6,-0.9749999999999998,-0.9125,0,1,-0.0
2020-09-12,-1.2,-0.9,-0.8,-0.8,-0.6,-1.0499999999999998,-0.9625,0,1,-0.0
2020-09-19,-1.2,-0.9,-0.8,-0.8,-0.6,-1.1249999999999998,-1.0125,0,1,-0.0
2020-09-26,-1.2,-0.9,-0.9,-0.8,-0.8,-1.2,-1.05,0,1,-0.0
2020-10-03,-1.5,-1.2,-0.9,-0.8,-0.8,-1.2749999999999997,-1.125,0,1,-0.0
2020-10-10,-1.5,-1.2,-0.9,-0.8,-0.8,-1.3499999999999996,-1.2,0,1,-0.0
2020-10-17,-1.5,-1.2,-0.9,-0.8,-0.8,-1.4249999999999998,-1.275,0,1,-0.0
2020-10-24,-1.5,-1.2,-0.9,-0.9,-0.8,-1.5,-1.3499999999999999,0,1,-0.0
2020-10-31,-1.5,-1.5,-1.2,-0.9,-0.8,-1.5,-1.3875,0,1,-0.0
2020-11-07,-1.5,-1.5,-1.2,-0.9,-0.8,-1.5,-1.425,0,1,-0.0
2020-11-14,-1.5,-1.5,-1.2,-0.9,-0.8,-1.5,-1.4625,0,1,-0.0
2020-11-21,-1.5,-1.5,-1.2,-0.9,-0.9,-1.5,-1.5,0,1,-0.0
2020-11-28,-1.5,-1.5,-1.5,-1.2,-0.9,-1.5,-1.5,0,1,-0.0
2020-12-05,-1.4,-1.5,-1.5,-1.2,-0.9,-1.4749999999999999,-1.4875,0,1,-0.0
2020-12-12,-1.4,-1.5,-1.5,-1.2,-0.9,-1.4499999999999997,-1.475,0,1,-0.0
2020-12-19,-1.4,-1.5,-1.5,-1.2,-0.9,-1.4249999999999998,-1.4625,0,1,-0.0
2020-12-26,-1.4,-1.5,-1.5,-1.5,-1.2,-1.4,-1.45,0,1,-0.0
2021-01-02,-1.2,-1.4,-1.5,-1.5,-1.2,-1.3499999999999996,-1.4125,0,1,-0.0
2021-01-09,-1.2,-1.4,-1.5,-1.5,-1.2,-1.2999999999999998,-1.375,0,1,-0.0
2021-01-16,-1.2,-1.4,-1.5,-1.5,-1.2,-1.2499999999999996,-1.3375,0,1,-0.0
2021-01-23,-1.2,-1.4,-1.5,-1.5,-1.5,-1.2,-1.3,0,1,-0.0
2021-01-30,-1.2,-1.2,-1.4,-1.5,-1.5,-1.2,-1.275,0,1,-0.0
2021-02-06,-1.0,-1.2,-1.4,-1.5,-1.5,-1.1499999999999997,-1.2249999999999999,0,1,-0.0
2021-02-13,-1.0,-1.2,-1.4,-1.5,-1.5,-1.0999999999999996,-1.175,0,1,-0.0
2021-02-20,-1.0,-1.2,-1.4,-1.5,-1.5,-1.0499999999999998,-1.125,0,1,-0.0
2021-02-27,-1.0,-1.2,-1.2,-1.4,-1.5,-1.0,-1.1,0,1,-0.0
2021-03-06,-1.0,-1.0,-1.2,-1.4,-1.5,-1.0,-1.075,0,1,-0.0
2021-03-13,-1.0,-1.0,-1.2,-1.4,-1.5,-1.0,-1.05,0,1,-0.0
2021-03-20,-1.0,-1.0,-1.2,-1.4,-1.5,-1.0,-1.025,0,1,-0.0
2021-03-27,-1.0,-1.0,-1.2,-1.2,-1.4,-1.0,-1.0,0,1,-0.0
2021-04-03,-0.8,-1.0,-1.0,-1.2,-1.4,-0.9499999999999997,-0.975,0,1,-0.0
2021-04-10,-0.8,-1.0,-1.0,-1.2,-1.4,-0.8999999999999998,-0.95,0,1,-0.0
2021-04-17,-0.8,-1.0,-1.0,-1.2,-1.4,-0.8499999999999999,-0.925,0,1,-0.0
2021-04-24,-0.8,-1.0,-1.0,-1.2,-1.2,-0.8,-0.9,0,1,-0.0
2021-05-01,-0.6,-0.8,-1.0,-1.0,-1.2,-0.7499999999999999,-0.85,0,1,-0.0
2021-05-08,-0.6,-0.8,-1.0,-1.0,-1.2,-0.6999999999999997,-0.8,0,1,-0.0
2021-05-15,-0.6,-0.8,-1.0,-1.0,-1.2,-0.6499999999999998,-0.75,0,1,-0.0
2021-05-22,-0.6,-0.8,-1.0,-1.0,-1.2,-0.6,-0.7,0,1,-0.0
2021-05-29,-0.6,-0.6,-0.8,-1.0,-1.0,-0.6,-0.675,0,1,-0.0
2021-06-05,-0.5,-0.6,-0.8,-1.0,-1.0,-0.5749999999999997,-0.6375,0,1,-0.5
2021-06-12,-0.5,-0.6,-0.8,-1.0,-1.0,-0.5499999999999997,-0.6,0,1,-0.5
2021-06-19,-0.5,-0.6,-0.8,-1.0,-1.0,-0.5249999999999998,-0.5625,0,1,-0.5
2021-06-26,-0.5,-0.6,-0.6,-0.8,-1.0,-0.5,-0.5499999999999999,0,1,-0.5
2021-07-03,-0.6,-0.5,-0.6,-0.8,-1.0,-0.5249999999999997,-0.55,0,1,-0.6
