region,week_ending,night_strong_recovery_hrs_sum,night_reasonable_recovery_hrs_sum,night_weak_recovery_hrs_sum,night_poor_recovery_hrs_sum,night_bad_hrs_sum,night_below_0c_hrs_sum,night_below_neg5c_hrs_sum,night_below_neg10c_hrs_sum,day_above_25c_hrs_sum,day_above_30c_hrs_sum,day_above_35c_hrs_sum,day_above_40c_hrs_sum,day_below_5c_hrs_sum,day_below_0c_hrs_sum,day_below_neg5c_hrs_sum,vpd_afternoon_mean_mean,vpd_afternoon_max_mean,vpd_afternoon_min_mean,tas,tas_max,day_heat_x_vpd,bad_night_into_heat_sum,night_strong_recovery_hrs_sum_lag1,night_reasonable_recovery_hrs_sum_lag1,night_weak_recovery_hrs_sum_lag1,night_poor_recovery_hrs_sum_lag1,night_bad_hrs_sum_lag1,night_below_0c_hrs_sum_lag1,night_below_neg5c_hrs_sum_lag1,night_below_neg10c_hrs_sum_lag1,day_above_25c_hrs_sum_lag1,day_above_30c_hrs_sum_lag1,day_above_35c_hrs_sum_lag1,day_above_40c_hrs_sum_lag1,day_below_5c_hrs_sum_lag1,day_below_0c_hrs_sum_lag1,day_below_neg5c_hrs_sum_lag1,vpd_afternoon_mean_mean_lag1,vpd_afternoon_max_mean_lag1,vpd_afternoon_min_mean_lag1,tas_lag1,tas_max_lag1,day_heat_x_vpd_lag1,bad_night_into_heat_sum_lag1,night_strong_recovery_hrs_sum_lag2,night_reasonable_recovery_hrs_sum_lag2,night_weak_recovery_hrs_sum_lag2,night_poor_recovery_hrs_sum_lag2,night_bad_hrs_sum_lag2,night_below_0c_hrs_sum_lag2,night_below_neg5c_hrs_sum_lag2,night_below_neg10c_hrs_sum_lag2,day_above_25c_hrs_sum_lag2,day_above_30c_hrs_sum_lag2,day_above_35c_hrs_sum_lag2,day_above_40c_hrs_sum_lag2,day_below_5c_hrs_sum_lag2,day_below_0c_hrs_sum_lag2,day_below_neg5c_hrs_sum_lag2,vpd_afternoon_mean_mean_lag2,vpd_afternoon_max_mean_lag2,vpd_afternoon_min_mean_lag2,tas_lag2,tas_max_lag2,day_heat_x_vpd_lag2,bad_night_into_heat_sum_lag2,night_strong_recovery_hrs_sum_lag3,night_reasonable_recovery_hrs_sum_lag3,night_weak_recovery_hrs_sum_lag3,night_poor_recovery_hrs_sum_lag3,night_bad_hrs_sum_lag3,night_below_0c_hrs_sum_lag3,night_below_neg5c_hrs_sum_lag3,night_below_neg10c_hrs_sum_lag3,day_above_25c_hrs_sum_lag3,day_above_30c_hrs_sum_lag3,day_above_35c_hrs_sum_lag3,day_above_40c_hrs_sum_lag3,day_below_5c_hrs_sum_lag3,day_below_0c_hrs_sum_lag3,day_below_neg5c_hrs_sum_lag3,vpd_afternoon_mean_mean_lag3,vpd_afternoon_max_mean_lag3,vpd_afternoon_min_mean_lag3,tas_lag3,tas_max_lag3,day_heat_x_vpd_lag3,bad_night_into_heat_sum_lag3,night_strong_recovery_hrs_sum_lag4,night_reasonable_recovery_hrs_sum_lag4,night_weak_recovery_hrs_sum_lag4,night_poor_recovery_hrs_sum_lag4,night_bad_hrs_sum_lag4,night_below_0c_hrs_sum_lag4,night_below_neg5c_hrs_sum_lag4,night_below_neg10c_hrs_sum_lag4,day_above_25c_hrs_sum_lag4,day_above_30c_hrs_sum_lag4,day_above_35c_hrs_sum_lag4,day_above_40c_hrs_sum_lag4,day_below_5c_hrs_sum_lag4,day_below_0c_hrs_sum_lag4,day_below_neg5c_hrs_sum_lag4,vpd_afternoon_mean_mean_lag4,vpd_afternoon_max_mean_lag4,vpd_afternoon_min_mean_lag4,tas_lag4,tas_max_lag4,day_heat_x_vpd_lag4,bad_night_into_heat_sum_lag4,slaughter_beef_dairy,slaughter_dairy,_merge,log_slaughter_beef_dairy,log_slaughter_dairy
region_4,2020-08-15,345047923325.0,5911821086264.0,33446645367416.0,246088178913736.0,218541853035140.0,0.0,0.0,0.0,198310543130985.0,114337380191692.0,20702875399365.0,23003194889.0,0.0,0.0,0.0,1.6366047177995955,2.4948781388146535,0.47439547947474886,1.0,1.0,187125095842569.16,3.320707084077574e+27,1311182108629.0,18621086261985.0,59992332268376.0,233367412140571.0,191996166134180.0,0.0,0.0,0.0,190719488817888.0,92794888178918.0,17597444089461.0,0.0,0.0,0.0,0.0,1.5936445678983415,2.4247357504708424,0.46761904444013325,1.0,1.0,147882069475066.7,2.672392373914213e+27,0.0,2564856230037.0,29087539936105.0,249435143769963.0,222900958466451.0,0.0,0.0,0.0,200208306709261.0,104043450479234.0,8890734824285.0,0.0,0.0,0.0,0.0,1.4333152770996094,2.173129916191101,0.4594839172703879,1.0,1.0,149127067054042.78,3.2614821766068743e+27,0.0,1713738019173.0,17148881789140.0,250286261980827.0,234851118210860.0,0.0,0.0,0.0,210686261980827.0,121387859424917.0,24682428115020.0,11501597445.0,0.0,0.0,0.0,1.6907575130462646,2.5228233678000316,0.5737847089767456,1.0,1.0,205237435315282.25,3.893661872633061e+27,448562300321.0,8752715654956.0,38231309904157.0,243247284345044.0,213768690095843.0,0.0,0.0,0.0,206879233226834.0,116752715654948.0,19127156549526.0,11501597445.0,0.0,0.0,0.0,1.674710954938616,2.4846316065107072,0.5810143308980125,1.0,1.0,195527051926174.7,3.702826603517231e+27,11.4,2.9,both,2.4423470353692043,1.0986122886681098
region_4,2020-08-22,2449840255595.0,20530351437703.0,81132268370610.0,231458146964853.0,170798722044725.0,0.0,0.0,0.0,167716293929710.0,61970607028758.0,5060702875402.0,0.0,0.0,0.0,0.0,1.2583598920277186,2.009314315659659,0.3310275375843048,1.0,1.0,77981326369600.1,1.4968907813696708e+27,345047923325.0,5911821086264.0,33446645367416.0,246088178913736.0,218541853035140.0,0.0,0.0,0.0,198310543130985.0,114337380191692.0,20702875399365.0,23003194889.0,0.0,0.0,0.0,1.6366047177995955,2.4948781388146535,0.47439547947474886,1.0,1.0,187125095842569.16,3.320707084077574e+27,1311182108629.0,18621086261985.0,59992332268376.0,233367412140571.0,191996166134180.0,0.0,0.0,0.0,190719488817888.0,92794888178918.0,17597444089461.0,0.0,0.0,0.0,0.0,1.5936445678983415,2.4247357504708424,0.46761904444013325,1.0,1.0,147882069475066.7,2.672392373914213e+27,0.0,2564856230037.0,29087539936105.0,249435143769963.0,222900958466451.0,0.0,0.0,0.0,200208306709261.0,104043450479234.0,8890734824285.0,0.0,0.0,0.0,0.0,1.4333152770996094,2.173129916191101,0.4594839172703879,1.0,1.0,149127067054042.78,3.2614821766068743e+27,0.0,1713738019173.0,17148881789140.0,250286261980827.0,234851118210860.0,0.0,0.0,0.0,210686261980827.0,121387859424917.0,24682428115020.0,11501597445.0,0.0,0.0,0.0,1.6907575130462646,2.5228233678000316,0.5737847089767456,1.0,1.0,205237435315282.25,3.893661872633061e+27,12.2,2.9,both,2.5095992623783716,1.0986122886681098
region_4,2020-08-29,506070287543.0,12950798722049.0,66720766773166.0,239049201277951.0,185256230031946.0,0.0,0.0,0.0,186866453674119.0,61061980830673.0,839616613423.0,0.0,0.0,0.0,0.0,0.9943373969623021,1.6572375297546387,0.23506932386330195,1.0,1.0,60716211072533.375,1.7303821755861893e+27,2449840255595.0,20530351437703.0,81132268370610.0,231458146964853.0,170798722044725.0,0.0,0.0,0.0,167716293929710.0,61970607028758.0,5060702875402.0,0.0,0.0,0.0,0.0,1.2583598920277186,2.009314315659659,0.3310275375843048,1.0,1.0,77981326369600.1,1.4968907813696708e+27,345047923325.0,5911821086264.0,33446645367416.0,246088178913736.0,218541853035140.0,0.0,0.0,0.0,198310543130985.0,114337380191692.0,20702875399365.0,23003194889.0,0.0,0.0,0.0,1.6366047177995955,2.4948781388146535,0.47439547947474886,1.0,1.0,187125095842569.16,3.320707084077574e+27,1311182108629.0,18621086261985.0,59992332268376.0,233367412140571.0,191996166134180.0,0.0,0.0,0.0,190719488817888.0,92794888178918.0,17597444089461.0,0.0,0.0,0.0,0.0,1.5936445678983415,2.4247357504708424,0.46761904444013325,1.0,1.0,147882069475066.7,2.672392373914213e+27,0.0,2564856230037.0,29087539936105.0,249435143769963.0,222900958466451.0,0.0,0.0,0.0,200208306709261.0,104043450479234.0,8890734824285.0,0.0,0.0,0.0,0.0,1.4333152770996094,2.173129916191101,0.4594839172703879,1.0,1.0,149127067054042.78,3.2614821766068743e+27,11.1,2.8,both,2.4159137783010487,1.0647107369924282
region_4,2020-09-05,287539936103.0,3692012779555.0,21139936102238.0,104307987220445.0,86860063897762.0,0.0,0.0,0.0,79993610223641.0,26557188498404.0,218530351439.0,0.0,0.0,0.0,0.0,0.9246627688407898,1.5825306574503581,0.21829709907372793,1.0,1.0,24556443449561.02,5.4436524206638964e+26,506070287543.0,12950798722049.0,66720766773166.0,239049201277951.0,185256230031946.0,0.0,0.0,0.0,186866453674119.0,61061980830673.0,839616613423.0,0.0,0.0,0.0,0.0,0.9943373969623021,1.6572375297546387,0.23506932386330195,1.0,1.0,60716211072533.375,1.7303821755861893e+27,2449840255595.0,20530351437703.0,81132268370610.0,231458146964853.0,170798722044725.0,0.0,0.0,0.0,167716293929710.0,61970607028758.0,5060702875402.0,0.0,0.0,0.0,0.0,1.2583598920277186,2.009314315659659,0.3310275375843048,1.0,1.0,77981326369600.1,1.4968907813696708e+27,345047923325.0,5911821086264.0,33446645367416.0,246088178913736.0,218541853035140.0,0.0,0.0,0.0,198310543130985.0,114337380191692.0,20702875399365.0,23003194889.0,0.0,0.0,0.0,1.6366047177995955,2.4948781388146535,0.47439547947474886,1.0,1.0,187125095842569.16,3.320707084077574e+27,1311182108629.0,18621086261985.0,59992332268376.0,233367412140571.0,191996166134180.0,0.0,0.0,0.0,190719488817888.0,92794888178918.0,17597444089461.0,0.0,0.0,0.0,0.0,1.5936445678983415,2.4247357504708424,0.46761904444013325,1.0,1.0,147882069475066.7,2.672392373914213e+27,11.4,2.9,both,2.4423470353692043,1.0986122886681098
region_6,2020-06-06,3171624713962.0,15174370709384.0,47261327231123.0,164809153318076.0,132705720823797.0,0.0,0.0,0.0,103913958810069.0,49065446224257.0,10058581235700.0,156521739132.0,0.0,0.0,0.0,1.533937931060791,2.595139193534851,0.4567339301109314,0.8,1.0,75263349067811.28,1.706008173473147e+27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,6.4,both,3.1135153092103742,1.8718021769015913
region_6,2020-06-13,11640274599546.0,28017391304351.0,53266819221972.0,223982608695649.0,198733180778028.0,0.0,0.0,0.0,145408695652175.0,73960640732267.0,16245308924490.0,345995423343.0,1993592677347.0,140045766591.0,0.0,1.860645822116307,2.9669203758239746,0.7138211216245379,1.0,1.0,137614557179537.75,2.037608581078621e+27,3171624713962.0,15174370709384.0,47261327231123.0,164809153318076.0,132705720823797.0,0.0,0.0,0.0,103913958810069.0,49065446224257.0,10058581235700.0,156521739132.0,0.0,0.0,0.0,1.533937931060791,2.595139193534851,0.4567339301109314,0.8,1.0,75263349067811.28,1.706008173473147e+27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6,6.0,both,3.122364924487357,1.8082887711792655
region_6,2020-06-20,3978947368424.0,13963386727692.0,49617391304351.0,238036613272308.0,202341418764298.0,0.0,0.0,0.0,152023798627002.0,82552860411902.0,11500228832955.0,82379862703.0,0.0,0.0,0.0,1.9210660798209054,3.035803862980434,0.7354527967316764,1.0,1.0,158589499929495.0,2.3114482932832242e+27,11640274599546.0,28017391304351.0,53266819221972.0,223982608695649.0,198733180778028.0,0.0,0.0,0.0,145408695652175.0,73960640732267.0,16245308924490.0,345995423343.0,1993592677347.0,140045766591.0,0.0,1.860645822116307,2.9669203758239746,0.7138211216245379,1.0,1.0,137614557179537.75,2.037608581078621e+27,3171624713962.0,15174370709384.0,47261327231123.0,164809153318076.0,132705720823797.0,0.0,0.0,0.0,103913958810069.0,49065446224257.0,10058581235700.0,156521739132.0,0.0,0.0,0.0,1.533937931060791,2.595139193534851,0.4567339301109314,0.8,1.0,75263349067811.28,1.706008173473147e+27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6,5.5,both,3.077312260546414,1.7227665977411035
region_6,2020-06-27,3064530892451.0,10832951945083.0,46239816933642.0,241158810068647.0,205751945080088.0,0.0,0.0,0.0,154058581235698.0,62147368421055.0,11088329519455.0,675514874145.0,0.0,0.0,0.0,1.453916345323835,2.4819294043949673,0.47838811789240154,1.0,1.0,90357074766234.2,1.8638698352089144e+27,3978947368424.0,13963386727692.0,49617391304351.0,238036613272308.0,202341418764298.0,0.0,0.0,0.0,152023798627002.0,82552860411902.0,11500228832955.0,82379862703.0,0.0,0.0,0.0,1.9210660798209054,3.035803862980434,0.7354527967316764,1.0,1.0,158589499929495.0,2.3114482932832242e+27,11640274599546.0,28017391304351.0,53266819221972.0,223982608695649.0,198733180778028.0,0.0,0.0,0.0,145408695652175.0,73960640732267.0,16245308924490.0,345995423343.0,1993592677347.0,140045766591.0,0.0,1.860645822116307,2.9669203758239746,0.7138211216245379,1.0,1.0,137614557179537.75,2.037608581078621e+27,3171624713962.0,15174370709384.0,47261327231123.0,164809153318076.0,132705720823797.0,0.0,0.0,0.0,103913958810069.0,49065446224257.0,10058581235700.0,156521739132.0,0.0,0.0,0.0,1.533937931060791,2.595139193534851,0.4567339301109314,0.8,1.0,75263349067811.28,1.706008173473147e+27,,,,,,,,,,,,,,,,,,,,,,,21.0,5.1,both,3.0492730404820207,1.6486586255873816
region_6,2020-07-04,2562013729981.0,6631578947372.0,20603203661332.0,245368421052628.0,231347368421048.0,0.0,0.0,0.0,186590389016014.0,89645766590391.0,22473226544627.0,1021510297486.0,0.0,0.0,0.0,1.7275271245411463,2.834958519254412,0.6464848688670567,1.0,1.0,154865493385184.94,3.106351073106069e+27,3064530892451.0,10832951945083.0,46239816933642.0,241158810068647.0,205751945080088.0,0.0,0.0,0.0,154058581235698.0,62147368421055.0,11088329519455.0,675514874145.0,0.0,0.0,0.0,1.453916345323835,2.4819294043949673,0.47838811789240154,1.0,1.0,90357074766234.2,1.8638698352089144e+27,3978947368424.0,13963386727692.0,49617391304351.0,238036613272308.0,202341418764298.0,0.0,0.0,0.0,152023798627002.0,82552860411902.0,11500228832955.0,82379862703.0,0.0,0.0,0.0,1.9210660798209054,3.035803862980434,0.7354527967316764,1.0,1.0,158589499929495.0,2.3114482932832242e+27,11640274599546.0,28017391304351.0,53266819221972.0,223982608695649.0,198733180778028.0,0.0,0.0,0.0,145408695652175.0,73960640732267.0,16245308924490.0,345995423343.0,1993592677347.0,140045766591.0,0.0,1.860645822116307,2.9669203758239746,0.7138211216245379,1.0,1.0,137614557179537.75,2.037608581078621e+27,3171624713962.0,15174370709384.0,47261327231123.0,164809153318076.0,132705720823797.0,0.0,0.0,0.0,103913958810069.0,49065446224257.0,10058581235700.0,156521739132.0,0.0,0.0,0.0,1.533937931060791,2.595139193534851,0.4567339301109314,0.8,1.0,75263349067811.28,1.706008173473147e+27,17.9,4.8,both,2.8903717578961645,1.5892352051165808
region_6,2020-07-11,873226544627.0,3558810068653.0,15388558352406.0,248441189931347.0,236586727688783.0,0.0,0.0,0.0,197991762013728.0,106986727688787.0,33858123569798.0,3138672768883.0,0.0,0.0,0.0,1.8766264404569353,3.1181776182992116,0.6191455338682447,1.0,1.0,200774121958743.78,3.798404174080533e+27,2562013729981.0,6631578947372.0,20603203661332.0,245368421052628.0,231347368421048.0,0.0,0.0,0.0,186590389016014.0,89645766590391.0,22473226544627.0,1021510297486.0,0.0,0.0,0.0,1.7275271245411463,2.834958519254412,0.6464848688670567,1.0,1.0,154865493385184.94,3.106351073106069e+27,3064530892451.0,10832951945083.0,46239816933642.0,241158810068647.0,205751945080088.0,0.0,0.0,0.0,154058581235698.0,62147368421055.0,11088329519455.0,675514874145.0,0.0,0.0,0.0,1.453916345323835,2.4819294043949673,0.47838811789240154,1.0,1.0,90357074766234.2,1.8638698352089144e+27,3978947368424.0,13963386727692.0,49617391304351.0,238036613272308.0,202341418764298.0,0.0,0.0,0.0,152023798627002.0,82552860411902.0,11500228832955.0,82379862703.0,0.0,0.0,0.0,1.9210660798209054,3.035803862980434,0.7354527967316764,1.0,1.0,158589499929495.0,2.3114482932832242e+27,11640274599546.0,28017391304351.0,53266819221972.0,223982608695649.0,198733180778028.0,0.0,0.0,0.0,145408695652175.0,73960640732267.0,16245308924490.0,345995423343.0,1993592677347.0,140045766591.0,0.0,1.860645822116307,2.9669203758239746,0.7138211216245379,1.0,1.0,137614557179537.75,2.037608581078621e+27,21.0,5.3,both,3.0492730404820207,1.6863989535702286
region_6,2020-07-18,469565217396.0,2883295194512.0,10140961098402.0,249108466819218.0,241859038901598.0,0.0,0.0,0.0,225185354691073.0,125719908466815.0,58942791762016.0,13889244851261.0,0.0,0.0,0.0,2.3513055528913225,3.915111337389265,0.8819917440414429,1.0,1.0,295605918887010.9,4.235430122375665e+27,873226544627.0,3558810068653.0,15388558352406.0,248441189931347.0,236586727688783.0,0.0,0.0,0.0,197991762013728.0,106986727688787.0,33858123569798.0,3138672768883.0,0.0,0.0,0.0,1.8766264404569353,3.1181776182992116,0.6191455338682447,1.0,1.0,200774121958743.78,3.798404174080533e+27,2562013729981.0,6631578947372.0,20603203661332.0,245368421052628.0,231347368421048.0,0.0,0.0,0.0,186590389016014.0,89645766590391.0,22473226544627.0,1021510297486.0,0.0,0.0,0.0,1.7275271245411463,2.834958519254412,0.6464848688670567,1.0,1.0,154865493385184.94,3.106351073106069e+27,3064530892451.0,10832951945083.0,46239816933642.0,241158810068647.0,205751945080088.0,0.0,0.0,0.0,154058581235698.0,62147368421055.0,11088329519455.0,675514874145.0,0.0,0.0,0.0,1.453916345323835,2.4819294043949673,0.47838811789240154,1.0,1.0,90357074766234.2,1.8638698352089144e+27,3978947368424.0,13963386727692.0,49617391304351.0,238036613272308.0,202341418764298.0,0.0,0.0,0.0,152023798627002.0,82552860411902.0,11500228832955.0,82379862703.0,0.0,0.0,0.0,1.9210660798209054,3.035803862980434,0.7354527967316764,1.0,1.0,158589499929495.0,2.3114482932832242e+27,21.6,5.6,both,3.077312260546414,1.7404661748405044
region_6,2020-07-25,2537299771171.0,8213272311217.0,19524027459957.0,243786727688783.0,232475972540043.0,0.0,0.0,0.0,196731350114413.0,102422883295194.0,21286956521743.0,313043478261.0,0.0,0.0,0.0,1.7483593225479126,2.824932507106236,0.6242686126913343,1.0,1.0,179072002851389.28,3.2868174223041455e+27,469565217396.0,2883295194512.0,10140961098402.0,249108466819218.0,241859038901598.0,0.0,0.0,0.0,225185354691073.0,125719908466815.0,58942791762016.0,13889244851261.0,0.0,0.0,0.0,2.3513055528913225,3.915111337389265,0.8819917440414429,1.0,1.0,295605918887010.9,4.235430122375665e+27,873226544627.0,3558810068653.0,15388558352406.0,248441189931347.0,236586727688783.0,0.0,0.0,0.0,197991762013728.0,106986727688787.0,33858123569798.0,3138672768883.0,0.0,0.0,0.0,1.8766264404569353,3.1181776182992116,0.6191455338682447,1.0,1.0,200774121958743.78,3.798404174080533e+27,2562013729981.0,6631578947372.0,20603203661332.0,245368421052628.0,231347368421048.0,0.0,0.0,0.0,186590389016014.0,89645766590391.0,22473226544627.0,1021510297486.0,0.0,0.0,0.0,1.7275271245411463,2.834958519254412,0.6464848688670567,1.0,1.0,154865493385184.94,3.106351073106069e+27,3064530892451.0,10832951945083.0,46239816933642.0,241158810068647.0,205751945080088.0,0.0,0.0,0.0,154058581235698.0,62147368421055.0,11088329519455.0,675514874145.0,0.0,0.0,0.0,1.453916345323835,2.4819294043949673,0.47838811789240154,1.0,1.0,90357074766234.2,1.8638698352089144e+27,20.7,5.6,both,3.0349529867072724,1.7404661748405044
region_6,2020-08-01,3913043478264.0,10322196796341.0,24854004576663.0,241677803203659.0,227145995423337.0,0.0,0.0,0.0,181037986270019.0,86869565217393.0,14029290617853.0,189473684212.0,0.0,0.0,0.0,1.4979468924658639,2.5327699865613664,0.4706498852797917,1.0,1.0,130125995267254.55,2.742710855898064e+27,2537299771171.0,8213272311217.0,19524027459957.0,243786727688783.0,232475972540043.0,0.0,0.0,0.0,196731350114413.0,102422883295194.0,21286956521743.0,313043478261.0,0.0,0.0,0.0,1.7483593225479126,2.824932507106236,0.6242686126913343,1.0,1.0,179072002851389.28,3.2868174223041455e+27,469565217396.0,2883295194512.0,10140961098402.0,249108466819218.0,241859038901598.0,0.0,0.0,0.0,225185354691073.0,125719908466815.0,58942791762016.0,13889244851261.0,0.0,0.0,0.0,2.3513055528913225,3.915111337389265,0.8819917440414429,1.0,1.0,295605918887010.9,4.235430122375665e+27,873226544627.0,3558810068653.0,15388558352406.0,248441189931347.0,236586727688783.0,0.0,0.0,0.0,197991762013728.0,106986727688787.0,33858123569798.0,3138672768883.0,0.0,0.0,0.0,1.8766264404569353,3.1181776182992116,0.6191455338682447,1.0,1.0,200774121958743.78,3.798404174080533e+27,2562013729981.0,6631578947372.0,20603203661332.0,245368421052628.0,231347368421048.0,0.0,0.0,0.0,186590389016014.0,89645766590391.0,22473226544627.0,1021510297486.0,0.0,0.0,0.0,1.7275271245411463,2.834958519254412,0.6464848688670567,1.0,1.0,154865493385184.94,3.106351073106069e+27,20.7,5.8,both,3.0349529867072724,1.7749523509116736
region_6,2020-08-08,2347826086960.0,12727688787190.0,41832494279181.0,239272311212810.0,210167505720819.0,0.0,0.0,0.0,166555606407320.0,92224256292908.0,27094736842109.0,288329519454.0,0.0,0.0,0.0,1.8710784912109375,3.1274641241346086,0.6060307707105365,1.0,1.0,172558822317585.1,2.955105106273756e+27,3913043478264.0,10322196796341.0,24854004576663.0,241677803203659.0,227145995423337.0,0.0,0.0,0.0,181037986270019.0,86869565217393.0,14029290617853.0,189473684212.0,0.0,0.0,0.0,1.4979468924658639,2.5327699865613664,0.4706498852797917,1.0,1.0,130125995267254.55,2.742710855898064e+27,2537299771171.0,8213272311217.0,19524027459957.0,243786727688783.0,232475972540043.0,0.0,0.0,0.0,196731350114413.0,102422883295194.0,21286956521743.0,313043478261.0,0.0,0.0,0.0,1.7483593225479126,2.824932507106236,0.6242686126913343,1.0,1.0,179072002851389.28,3.2868174223041455e+27,469565217396.0,2883295194512.0,10140961098402.0,249108466819218.0,241859038901598.0,0.0,0.0,0.0,225185354691073.0,125719908466815.0,58942791762016.0,13889244851261.0,0.0,0.0,0.0,2.3513055528913225,3.915111337389265,0.8819917440414429,1.0,1.0,295605918887010.9,4.235430122375665e+27,873226544627.0,3558810068653.0,15388558352406.0,248441189931347.0,236586727688783.0,0.0,0.0,0.0,197991762013728.0,106986727688787.0,33858123569798.0,3138672768883.0,0.0,0.0,0.0,1.8766264404569353,3.1181776182992116,0.6191455338682447,1.0,1.0,200774121958743.78,3.798404174080533e+27,21.4,5.9,both,3.068052935133617,1.791759469228055
region_6,2020-08-15,1474599542337.0,4753318077807.0,14391762013733.0,247246681922193.0,237599999999997.0,0.0,0.0,0.0,213891075514871.0,123330892448508.0,56594965675060.0,5313501144168.0,0.0,0.0,0.0,2.222772870744978,3.74726026398795,0.7700789485658918,1.0,1.0,274136561859310.25,4.243994272578039e+27,2347826086960.0,12727688787190.0,41832494279181.0,239272311212810.0,210167505720819.0,0.0,0.0,0.0,166555606407320.0,92224256292908.0,27094736842109.0,288329519454.0,0.0,0.0,0.0,1.8710784912109375,3.1274641241346086,0.6060307707105365,1.0,1.0,172558822317585.1,2.955105106273756e+27,3913043478264.0,10322196796341.0,24854004576663.0,241677803203659.0,227145995423337.0,0.0,0.0,0.0,181037986270019.0,86869565217393.0,14029290617853.0,189473684212.0,0.0,0.0,0.0,1.4979468924658639,2.5327699865613664,0.4706498852797917,1.0,1.0,130125995267254.55,2.742710855898064e+27,2537299771171.0,8213272311217.0,19524027459957.0,243786727688783.0,232475972540043.0,0.0,0.0,0.0,196731350114413.0,102422883295194.0,21286956521743.0,313043478261.0,0.0,0.0,0.0,1.7483593225479126,2.824932507106236,0.6242686126913343,1.0,1.0,179072002851389.28,3.2868174223041455e+27,469565217396.0,2883295194512.0,10140961098402.0,249108466819218.0,241859038901598.0,0.0,0.0,0.0,225185354691073.0,125719908466815.0,58942791762016.0,13889244851261.0,0.0,0.0,0.0,2.3513055528913225,3.915111337389265,0.8819917440414429,1.0,1.0,295605918887010.9,4.235430122375665e+27,20.6,5.7,both,3.0301337002713233,1.7578579175523736
region_6,2020-08-22,1260411899318.0,7109382151032.0,29170709382154.0,244890617848968.0,222821052631576.0,0.0,0.0,0.0,183286956521736.0,106360640732263.0,35489244851261.0,2875057208242.0,0.0,0.0,0.0,2.16752598966871,3.58571525982448,0.7733494469097683,1.0,1.0,230539453064996.47,3.296454237493951e+27,1474599542337.0,4753318077807.0,14391762013733.0,247246681922193.0,237599999999997.0,0.0,0.0,0.0,213891075514871.0,123330892448508.0,56594965675060.0,5313501144168.0,0.0,0.0,0.0,2.222772870744978,3.74726026398795,0.7700789485658918,1.0,1.0,274136561859310.25,4.243994272578039e+27,2347826086960.0,12727688787190.0,41832494279181.0,239272311212810.0,210167505720819.0,0.0,0.0,0.0,166555606407320.0,92224256292908.0,27094736842109.0,288329519454.0,0.0,0.0,0.0,1.8710784912109375,3.1274641241346086,0.6060307707105365,1.0,1.0,172558822317585.1,2.955105106273756e+27,3913043478264.0,10322196796341.0,24854004576663.0,241677803203659.0,227145995423337.0,0.0,0.0,0.0,181037986270019.0,86869565217393.0,14029290617853.0,189473684212.0,0.0,0.0,0.0,1.4979468924658639,2.5327699865613664,0.4706498852797917,1.0,1.0,130125995267254.55,2.742710855898064e+27,2537299771171.0,8213272311217.0,19524027459957.0,243786727688783.0,232475972540043.0,0.0,0.0,0.0,196731350114413.0,102422883295194.0,21286956521743.0,313043478261.0,0.0,0.0,0.0,1.7483593225479126,2.824932507106236,0.6242686126913343,1.0,1.0,179072002851389.28,3.2868174223041455e+27,22.3,5.7,both,3.109060958860994,1.7578579175523736
region_6,2020-08-29,1145080091537.0,5288787185359.0,23857208237991.0,246711212814641.0,228126315789469.0,0.0,0.0,0.0,178047597254002.0,105330892448512.0,36494279176206.0,2265446224260.0,0.0,0.0,0.0,1.986408063343593,3.360917397907802,0.6695302639688764,1.0,1.0,209230134078901.0,3.407786357785721e+27,1260411899318.0,7109382151032.0,29170709382154.0,244890617848968.0,222821052631576.0,0.0,0.0,0.0,183286956521736.0,106360640732263.0,35489244851261.0,2875057208242.0,0.0,0.0,0.0,2.16752598966871,3.58571525982448,0.7733494469097683,1.0,1.0,230539453064996.47,3.296454237493951e+27,1474599542337.0,4753318077807.0,14391762013733.0,247246681922193.0,237599999999997.0,0.0,0.0,0.0,213891075514871.0,123330892448508.0,56594965675060.0,5313501144168.0,0.0,0.0,0.0,2.222772870744978,3.74726026398795,0.7700789485658918,1.0,1.0,274136561859310.25,4.243994272578039e+27,2347826086960.0,12727688787190.0,41832494279181.0,239272311212810.0,210167505720819.0,0.0,0.0,0.0,166555606407320.0,92224256292908.0,27094736842109.0,288329519454.0,0.0,0.0,0.0,1.8710784912109375,3.1274641241346086,0.6060307707105365,1.0,1.0,172558822317585.1,2.955105106273756e+27,3913043478264.0,10322196796341.0,24854004576663.0,241677803203659.0,227145995423337.0,0.0,0.0,0.0,181037986270019.0,86869565217393.0,14029290617853.0,189473684212.0,0.0,0.0,0.0,1.4979468924658639,2.5327699865613664,0.4706498852797917,1.0,1.0,130125995267254.55,2.742710855898064e+27,22.8,5.6,both,3.131136910560194,1.7404661748405044
